,all_acc,300pt_acc,300pt450_acc,450pt650_acc,650pt_acc,all_xs,300pt_xs,300pt450_xs,450pt650_xs,650pt_xs,all_ratio,300pt_ratio,300pt450_ratio,450pt650_ratio,650pt_ratio
hw_nominal,1.0,0.011618985371206841,0.009153772989876003,0.001996220285138938,0.00046899209619189917,1453.0,16.88238574436354,13.300432154289833,2.900508074306877,0.6814455157668295,1.0,1.0,1.0,1.0,1.0
hw_alphaS_up,1.0,0.011602037384393459,0.009141275888745226,0.0019914523711277053,0.00046930912452052795,1453.0,16.857760319523695,13.282273866346813,2.893580295248556,0.6819061579283271,1.0,0.9985413539761069,0.9986347595527441,0.9976115291249529,1.0006759779774606
hw_alphaS_dn,1.0,0.011660275248818045,0.009181062430186161,0.0020068626357721683,0.00047235018285971615,1453.0,16.94237993653262,13.340083711060492,2.9159714097769607,0.6863248156951676,1.0,1.0035536560458649,1.0029812231896442,1.005331250620214,1.0071602201723309
hw_pdf4lhc_unc_0,1.0,0.011618985371206841,0.009153772989876003,0.001996220285138938,0.00046899209619189917,1453.0,16.88238574436354,13.300432154289833,2.900508074306877,0.6814455157668295,1.0,1.0,1.0,1.0,1.0
hw_pdf4lhc_unc_1,1.0,0.011595607357977955,0.009134826740046132,0.001991742790196456,0.00046903782773536804,1453.0,16.84841749114197,13.27290325328703,2.8940022741554503,0.6815119636994897,1.0,0.9979879470984774,0.9979302250721287,0.9977570136042524,1.0000975102647576
hw_pdf4lhc_unc_2,1.0,0.011634820953427797,0.009161282345926412,0.002000333910275697,0.00047320469722568844,1453.0,16.90539484533059,13.311343248631077,2.9064851716305875,0.6875664250689253,1.0,1.0013629057714626,1.0008203563774976,1.002060707010836,1.0089822431294568
hw_pdf4lhc_unc_3,1.0,0.01161224718926699,0.009149450433558587,0.0019947599650085067,0.000468036790699897,1453.0,16.87259516600494,13.294151479960627,2.89838622915736,0.6800574568869504,1.0,0.9994200713982695,0.9995277841910437,0.9992684574236106,0.9979630669690193
hw_pdf4lhc_unc_4,1.0,0.011526398672246703,0.009090272269265086,0.001975608687397558,0.0004605177155840594,1453.0,16.74785727077446,13.20816560724217,2.8705594227886517,0.6691322407436383,1.0,0.9920314299396935,0.993062891041634,0.989674687761253,0.9819306536791352
hw_pdf4lhc_unc_5,1.0,0.01160160142508549,0.009142274493285847,0.0019899096157359494,0.0004694173160636942,1453.0,16.857126870649218,13.283724838744336,2.8913386716643346,0.6820633602405476,1.0,0.9985038326871096,0.9987438516770217,0.9968386908749656,1.000906667458253
hw_pdf4lhc_unc_6,1.0,0.011613312189966335,0.00914454883568814,0.0019933007567001864,0.0004754625975780081,1453.0,16.874142612021085,13.28702945825487,2.896265999485371,0.6908471542808458,1.0,0.9995117317855856,0.998992311236245,0.9985374718108586,1.0137966107289393
hw_pdf4lhc_unc_7,1.0,0.011602971191287378,0.009141902681476511,0.001989848998799359,0.0004712195110115085,1453.0,16.859117140940562,13.28318459618537,2.891250595255469,0.6846819494997218,1.0,0.9986217230327918,0.9987032332555525,0.9968083250195328,1.0047493653681914
hw_pdf4lhc_unc_8,1.0,0.011661524261047414,0.00918372671943224,0.0020061565250271193,0.0004716410165880552,1453.0,16.944194751301893,13.343954923335044,2.9149454308644045,0.6852943971024442,1.0,1.0036611535759385,1.0032722823243885,1.0049775267600238,1.0056481130869042
hw_pdf4lhc_unc_9,1.0,0.011616588740539339,0.009154242808319614,0.001993607128612433,0.0004687388036072919,1453.0,16.878903440003658,13.3011148004884,2.896711157873865,0.6810774816413951,1.0,0.9997937315014234,1.0000513251141503,0.9986909478147482,0.9994599214215677
hw_pdf4lhc_unc_10,1.0,0.011609826676249472,0.009147505564713297,0.0019949093363590283,0.0004674117751771446,1453.0,16.869078160590483,13.291325585528421,2.898603265729668,0.679149309332391,1.0,0.9992117474405239,0.9993153178290921,0.9993432845113993,0.9966303888112691
hw_pdf4lhc_unc_11,1.0,0.011658602921348174,0.009181410348403583,0.002004155128885033,0.0004730374440595579,1453.0,16.939950044718895,13.340589236230405,2.9120374022699527,0.6873234062185376,1.0,1.0034097254515448,1.0030192313659239,1.0039749339314736,1.0086256205605721
hw_pdf4lhc_unc_12,1.0,0.01165792708734056,0.009178908009297033,0.0020076875062414157,0.0004713315718021116,1453.0,16.938968057905836,13.33695333750859,2.917169946568777,0.6848447738284681,1.0,1.003351559098286,1.0027458644046372,1.005744466774457,1.0049883049825539
hw_pdf4lhc_unc_13,1.0,0.011613712035457292,0.009152958119975315,0.0019940636368260597,0.0004666902786559177,1453.0,16.874723587519444,13.299248148324134,2.897374464308265,0.6781009748870485,1.0,0.999546144901549,0.9999109798875733,0.9989196341060484,0.9950919907719732
hw_pdf4lhc_unc_14,1.0,0.011621851354213652,0.009145284855321909,0.001991446272339761,0.00048512022655198243,1453.0,16.886550017672437,13.288098894782733,2.8935714337096727,0.7048796891800305,1.0,1.0002466637933733,0.9990727173851174,0.9976084739571491,1.034388917192933
hw_pdf4lhc_unc_15,1.0,0.011586928259056418,0.00913123916591722,0.001988765749516751,0.00046692334362244696,1453.0,16.835806760408975,13.26769050807772,2.8896766340478393,0.6784396182834155,1.0,0.9972409714681401,0.9975383020767824,0.9962656748467678,0.9955889393739256
hw_pdf4lhc_unc_16,1.0,0.011651073050068423,0.009176293882090684,0.002003220845085067,0.0004715583228926729,1453.0,16.929009141749418,13.333155010677764,2.910679887908602,0.6851742431630538,1.0,1.0027616592874882,1.0024602852003854,1.0035069075283152,1.0054717909355209
hw_pdf4lhc_unc_17,1.0,0.011570556550001337,0.00912220390810078,0.0019837799461771516,0.00046457269572340544,1453.0,16.812018667151943,13.254562278470432,2.882432261795401,0.6750241268861081,1.0,0.9958319233858822,0.9965512492160185,0.9937680530278147,0.990576812478551
hw_pdf4lhc_unc_18,1.0,0.011617199889853823,0.009153740379192933,0.001994393445962321,0.0004690660646985679,1453.0,16.879791439957604,13.300384770967332,2.8978536769832526,0.6815529920070192,1.0,0.9998463306996286,0.9999964374599297,0.9990848509103845,1.0001577180239696
hw_pdf4lhc_unc_19,1.0,0.011579469696074261,0.009129984801695905,0.001985326119782295,0.00046415877459606014,1453.0,16.824969468395903,13.26586791686415,2.884678852043675,0.6744226994880754,1.0,0.9965990425265097,0.9974012695960007,0.9945426036205796,0.9896942365658518
hw_pdf4lhc_unc_20,1.0,0.011632828726667358,0.00916294989288831,0.00199904496024882,0.0004708338735302288,1453.0,16.90250013984767,13.313766194366714,2.9046123272415354,0.6841216182394225,1.0,1.0011914427136488,1.0010025268293694,1.0014150117253644,1.0039270967534089
