,ALL_acc,UNKNOWN_acc,GG2H_FWDH_acc,GG2H_PTH_200_300_PTHJoverPTH_0_15_acc,GG2H_PTH_300_450_PTHJoverPTH_0_15_acc,GG2H_PTH_450_650_PTHJoverPTH_0_15_acc,GG2H_PTH_GT650_PTHJoverPTH_0_15_acc,GG2H_PTH_200_300_PTHJoverPTH_GT15_acc,GG2H_PTH_300_450_PTHJoverPTH_GT15_acc,GG2H_PTH_450_650_PTHJoverPTH_GT15_acc,GG2H_PTH_GT650_PTHJoverPTH_GT15_acc,GG2H_0J_PTH_0_10_acc,GG2H_0J_PTH_GT10_acc,GG2H_1J_PTH_0_60_acc,GG2H_1J_PTH_60_120_acc,GG2H_1J_PTH_120_200_acc,GG2H_GE2J_MJJ_0_350_PTH_0_60_PTHJJ_0_25_acc,GG2H_GE2J_MJJ_0_350_PTH_60_120_PTHJJ_0_25_acc,GG2H_GE2J_MJJ_0_350_PTH_120_200_PTHJJ_0_25_acc,GG2H_GE2J_MJJ_0_350_PTH_0_60_PTHJJ_GT25_acc,GG2H_GE2J_MJJ_0_350_PTH_60_120_PTHJJ_GT25_acc,GG2H_GE2J_MJJ_0_350_PTH_120_200_PTHJJ_GT25_acc,GG2H_GE2J_MJJ_350_700_PTH_0_200_PTHJJ_0_25_acc,GG2H_GE2J_MJJ_350_700_PTH_0_200_PTHJJ_GT25_acc,GG2H_GE2J_MJJ_700_1000_PTH_0_200_PTHJJ_0_25_acc,GG2H_GE2J_MJJ_700_1000_PTH_0_200_PTHJJ_GT25_acc,GG2H_GE2J_MJJ_1000_1500_PTH_0_200_PTHJJ_0_25_acc,GG2H_GE2J_MJJ_1000_1500_PTH_0_200_PTHJJ_GT25_acc,GG2H_GE2J_MJJ_GT1500_PTH_0_200_PTHJJ_0_25_acc,GG2H_GE2J_MJJ_GT1500_PTH_0_200_PTHJJ_GT25_acc,ALL_xs,UNKNOWN_xs,GG2H_xs,ALL_ratio,UNKNOWN_ratio,GG2H_FWDH_ratio,GG2H_PTH_200_300_PTHJoverPTH_0_15_ratio,GG2H_PTH_300_450_PTHJoverPTH_0_15_ratio,GG2H_PTH_450_650_PTHJoverPTH_0_15_ratio,GG2H_PTH_GT650_PTHJoverPTH_0_15_ratio,GG2H_PTH_200_300_PTHJoverPTH_GT15_ratio,GG2H_PTH_300_450_PTHJoverPTH_GT15_ratio,GG2H_PTH_450_650_PTHJoverPTH_GT15_ratio,GG2H_PTH_GT650_PTHJoverPTH_GT15_ratio,GG2H_0J_PTH_0_10_ratio,GG2H_0J_PTH_GT10_ratio,GG2H_1J_PTH_0_60_ratio,GG2H_1J_PTH_60_120_ratio,GG2H_1J_PTH_120_200_ratio,GG2H_GE2J_MJJ_0_350_PTH_0_60_PTHJJ_0_25_ratio,GG2H_GE2J_MJJ_0_350_PTH_60_120_PTHJJ_0_25_ratio,GG2H_GE2J_MJJ_0_350_PTH_120_200_PTHJJ_0_25_ratio,GG2H_GE2J_MJJ_0_350_PTH_0_60_PTHJJ_GT25_ratio,GG2H_GE2J_MJJ_0_350_PTH_60_120_PTHJJ_GT25_ratio,GG2H_GE2J_MJJ_0_350_PTH_120_200_PTHJJ_GT25_ratio,GG2H_GE2J_MJJ_350_700_PTH_0_200_PTHJJ_0_25_ratio,GG2H_GE2J_MJJ_350_700_PTH_0_200_PTHJJ_GT25_ratio,GG2H_GE2J_MJJ_700_1000_PTH_0_200_PTHJJ_0_25_ratio,GG2H_GE2J_MJJ_700_1000_PTH_0_200_PTHJJ_GT25_ratio,GG2H_GE2J_MJJ_1000_1500_PTH_0_200_PTHJJ_0_25_ratio,GG2H_GE2J_MJJ_1000_1500_PTH_0_200_PTHJJ_GT25_ratio,GG2H_GE2J_MJJ_GT1500_PTH_0_200_PTHJJ_0_25_ratio,GG2H_GE2J_MJJ_GT1500_PTH_0_200_PTHJJ_GT25_ratio
hw_pdf4lhc_unc_7,1.0,1.5021605529520926e-06,0.08655807205324528,0.0021340529136620935,0.0005891610733695128,0.00010464898732206153,1.7670986471585033e-05,0.007089645456029594,0.0015331520429010086,0.00022007685852170955,2.588805608398708e-05,0.13673256870119488,0.4255184659294687,0.13402040291017603,0.09295876783205151,0.015322201376079122,0.01328296128626882,0.01959315372560588,0.007178444319167066,0.010641014704486737,0.01680950633941522,0.011731863684601404,0.005181429716241759,0.0073248829666076026,0.0011765411559416675,0.0017669958978796738,0.0006513913388461419,0.0009942209061499752,0.0003500161472263937,0.0004913004744316664,48520.0,0.07288483002923553,23.837899019424455,1.0,0.9979098585478479,0.9934227601894652,0.9993337760656671,0.9976241999863349,0.9939045543336695,0.9954917424734174,0.9992995463110961,0.998114348361505,0.9965780065657385,0.973198643940402,1.0003553665030582,1.0007191518734952,1.0008239236349767,1.0006933816909627,1.0002204012978286,1.0009035233953671,1.00071403291289,1.0002800038495943,1.0008521875393661,1.0006944865438658,1.000211339750362,1.0004951503988302,1.0003092341704407,1.0000560024251635,0.9998438861316059,0.9997746067907948,0.9989605113212859,0.9987798141827731,0.9985529681432979
hw_pdf4lhc_unc_8,1.0,1.500221334798107e-06,0.08716132033860582,0.0021291719630559774,0.0005882404809167497,0.00010476732903555746,1.763817065238412e-05,0.007072005406982345,0.0015296750145539165,0.00021968284932305458,2.641846512916905e-05,0.13695121732263588,0.42532371621052756,0.13383539222498544,0.09277811023146498,0.015287355239257002,0.01326267814182971,0.01955185679840934,0.007160996576396684,0.010622435782035308,0.016770754553381877,0.011701998948792456,0.005171763705823463,0.007309322797240943,0.0011746827636385322,0.0017635962595725575,0.000650325058512833,0.0009929800559920821,0.00034968735606731187,0.0004907097338463401,48520.0,0.07279073916440415,23.809236286224422,1.0,0.9966216041665608,1.0003462112611778,0.9970481257105268,0.9960653642948514,0.9950285056591542,0.993643069390591,0.9968131465159089,0.9958507294993305,0.9947938076072397,0.9931380848095874,1.0019550316297696,1.0002611464303222,0.9994423196713553,0.998748617689941,0.9979456748338942,0.9993751390014722,0.9986048056215353,0.9978487489105646,0.9991047268230684,0.9983875360692785,0.9976651929302311,0.9986287164072823,0.9981842881237006,0.9984763752542605,0.9979202214640718,0.9981380483390798,0.9977137458383492,0.9978416004021378,0.9973523062356074
hw_pdf4lhc_unc_9,1.0,1.506456525376752e-06,0.08681946289718757,0.0021375098090754513,0.0005911637146322074,0.00010534748742025083,1.7753084919072832e-05,0.007101866234017231,0.001537205390802501,0.00022085451279902027,2.6300468147170578e-05,0.1365982887128414,0.4253147359665836,0.13400002983615086,0.0929781304319977,0.015335590875645864,0.01328113516319699,0.019598963550950296,0.007184593907997088,0.010641178193515058,0.01681669228744215,0.011743041517040913,0.005183435219352192,0.007329443979788376,0.0011771017526032803,0.0017683655940561574,0.0006520086809560721,0.0009957040023809889,0.0003503250507869619,0.0004922652211882588,48520.0,0.07309327061128001,23.884708532054315,1.0,1.000763743391377,0.9964227301231494,1.0009525702037032,1.0010152648035149,1.0005385643375724,1.0001167432720661,1.0010220891341972,1.000753163421051,1.0000994724512722,0.9887022746237079,0.9993729545712169,1.000240027012899,1.0006717836664374,1.0009018184642802,1.0010944565527564,1.0007659205689072,1.0010107678761508,1.0011369180311451,1.000867564677372,1.0011222765351924,1.0011643166226132,1.000882397982216,1.0009321005865595,1.00053250769109,1.0006189203858213,1.000722121638481,1.000450677701924,0.9996612782045605,1.0005137859878486
hw_pdf4lhc_unc_10,1.0,1.4969048793660294e-06,0.08684067581978645,0.0021260998220070863,0.0005867208262118881,0.00010419826655290282,1.7604739697155777e-05,0.007060106354396655,0.0015260930345409314,0.00021904835175228678,2.6343287318114577e-05,0.13704736860123404,0.4255579286716539,0.1339011572579245,0.09277338825098082,0.015274726865087995,0.013267428351614825,0.019547107908167397,0.007154863767780611,0.010622727063264692,0.01676159402084074,0.011688749682217673,0.005170816170449556,0.007304403784622978,0.0011742914824837188,0.0017624588982772746,0.0006502018935233898,0.0009920746874053032,0.0003497400910065029,0.0004905851443213086,48520.0,0.07262982474683975,23.803191202469893,1.0,0.9944184285042783,0.9966661897984862,0.9956095042521084,0.9934921387751771,0.9896238303948802,0.9917597427338518,0.9951359515244022,0.9935187848868838,0.9919206008171482,0.9903119574427716,1.0026584883735101,1.0008119589431106,0.9999334330904678,0.9986977859639062,0.9971213052039021,0.999733078892158,0.9983622575778446,0.9969941729671788,0.9991321235952481,0.9978421961751363,0.9965356139453622,0.998445754445364,0.9975125321697581,0.9981437875963355,0.9972766524898733,0.9979490110867437,0.9968040612191781,0.997992080867635,0.997099081892269
hw_pdf4lhc_unc_11,1.0,1.5047529291007408e-06,0.08656524165113703,0.002137837879125867,0.0005906081254005849,0.00010498691266324904,1.7725833132629343e-05,0.007100039365642697,0.001536042062723735,0.00022067097979081582,2.6561001066293435e-05,0.13662533392445372,0.4254228128692494,0.1340596759389706,0.09300995696005077,0.015339346675216239,0.013287594383524995,0.019604786626096833,0.007185667786884658,0.010644669758685034,0.016818445272462183,0.011742023366216655,0.005186735114353845,0.007331750767926335,0.0011782022408128052,0.0017695294487242248,0.0006525693254410827,0.0009962315095656809,0.0003511025973388681,0.0004923468704140286,48520.0,0.07301061211996794,23.888670152488665,1.0,0.9996320164827746,0.9935050453138692,1.0011061987666112,1.000074487675202,0.9971140028359985,0.9985815189417343,1.0007645884243006,0.9999958122811918,0.9992683766210064,0.9984963774628558,0.9995708212743116,1.0004941984179792,1.001117202762018,1.0012444283840078,1.0013396319855332,1.0012526385714184,1.0013081795687988,1.0012865576368917,1.0011959676290973,1.0012266342961593,1.001077513193305,1.0015195829150985,1.0012471228860549,1.0014679189463407,1.0012774804739402,1.001582615302004,1.000980699595133,1.001880026701695,1.00067973550547
hw_pdf4lhc_unc_12,1.0,1.5079695348548022e-06,0.08721559607224437,0.0021377012011969646,0.0005912255673786207,0.0001051762314623184,1.779172595478932e-05,0.007103828201419606,0.0015384703755176553,0.00022130333750159588,2.65506687504292e-05,0.13655832752843072,0.4251106010851406,0.13392536174268507,0.09293758376613416,0.015332103530909316,0.01327317224764278,0.019589135805611065,0.007182976106444682,0.010635612952041055,0.01680878660989773,0.011741241090165933,0.005181242746644986,0.007327944645944246,0.0011768661830092563,0.0017689960199119747,0.0006520281883444091,0.0009954962396350518,0.0003506712285800214,0.0004927009318656847,48520.0,0.073166681831155,23.90584921412302,1.0,1.0017688603685573,1.0009691312020166,1.001042195259519,1.0011199998232687,0.9989120595724381,1.002293578845917,1.0012986323192168,1.0015766951774085,1.0021318934445325,0.9981079591221655,0.9990805927319216,0.9997599498792799,1.000114184878118,1.0004653369884007,1.0008668056254362,1.0001658954643435,1.0005088189397726,1.0009114855458994,1.0003441198501515,1.0006516399935026,1.0010108194950331,1.000459047974386,1.0007273468046596,1.000332274333079,1.000975643023579,1.000752062152487,1.0002419245187721,1.0006491051793043,1.001399354418652
hw_pdf4lhc_unc_13,1.0,1.5024799551835625e-06,0.08721115730513142,0.0021327969147943004,0.0005897948821509991,0.00010513160863004414,1.7728416317149883e-05,0.007086226489804601,0.001534046221756076,0.00022054361663269092,2.650807134032385e-05,0.1368156711552874,0.4252458415716265,0.1338455608691865,0.09282468664342744,0.015302052472007329,0.013263501149241934,0.01956251803714348,0.007168306855192917,0.010625656108264414,0.016783454591422303,0.011717137246261758,0.005174857339628412,0.007316346108324537,0.0011755568266904254,0.0017658772830664135,0.000651043478674559,0.000994578264229672,0.00035026244649084164,0.0004916555473204143,48520.0,0.07290032742550645,23.8551271559865,1.0,0.9981220426815608,1.0009181876889208,0.998745617223283,0.9986974259803035,0.9984882538829654,0.9987270421621621,0.998817636260914,0.9986964776743653,0.9986916357356329,0.9965066128636668,1.0009633561481783,1.0000780036319872,0.9995182560375082,0.9992500088796129,0.9989050978096586,0.9994371546168853,0.9991493249653275,0.9988673993837476,0.9994076181018139,0.9991435879002685,0.9989558230637183,0.9992260738527107,0.9991434137456934,0.9992193258914986,0.9992109247402883,0.9992407007568606,0.9993195729823419,0.9994826352826796,0.9992746427709817
hw_pdf4lhc_unc_14,1.0,1.5048368524266037e-06,0.08737564257436696,0.00213260873133241,0.0005897872681832566,0.00010508520261335936,1.7726281406634363e-05,0.00708716329191041,0.001534278349209859,0.00022054724244154468,2.6590675883701425e-05,0.13675630868000846,0.4251570539554712,0.1338347097741883,0.09282022701819762,0.015302176296866669,0.013262957146861543,0.019562798541475652,0.007168891981550895,0.010625318652533073,0.01678370940656154,0.01171842594045358,0.005173552015865283,0.00731601582765768,0.001175078205998693,0.0017653351777265319,0.0006506123777548007,0.0009943462135463136,0.0003498230346123912,0.0004917252984692453,48520.0,0.07301468407973881,23.858511481727785,1.0,0.9996877681226882,1.0028059770804632,0.9986574947178098,0.9986845332777453,0.9980475123859689,0.9986067723745905,0.9989496803701893,0.9988475975475326,0.9987080545512409,0.9996119302091471,1.000529051642103,0.9998691960829618,0.9994372233347554,0.9992020013860071,0.9989131809921896,0.9993961627109741,0.9991636516339909,0.9989489337900324,0.999375878336736,0.9991587574180266,0.999065691928443,0.9989740256408789,0.9990983095710012,0.9988124999226536,0.9989041777295169,0.9985790343716398,0.9990864160774062,0.9982287625177052,0.9994164098164485
hw_pdf4lhc_unc_15,1.0,1.500769598689574e-06,0.08728014234328065,0.002130393997018041,0.0005887472195573783,0.00010519373254865418,1.771706649690147e-05,0.007077316911086936,0.0015315374377360622,0.00022019336544162353,2.65385958684584e-05,0.13688340569489815,0.42524468935010856,0.13382961500886678,0.09278657587179669,0.015292440867799956,0.013260997523426252,0.019552005285327204,0.007163386148112288,0.010621471605333208,0.01677071465436091,0.011705541568296713,0.005172608429558383,0.007311069696138152,0.0011749255802082777,0.001764957465963064,0.0006509168370770409,0.0009934655481037876,0.000350253976467875,0.0004916774495233657,48520.0,0.07281734092841813,23.856189850873704,1.0,0.9969858248494334,1.0017099255983306,0.9976203794751693,0.9969234229036252,0.9990782762732399,0.9980876521454237,0.9975618135225832,0.9970632063110257,0.9971055869518768,0.9976541084226648,1.0014589118949977,1.0000752938785158,0.9993991771648562,0.9988397496019628,0.9982776603820039,0.9992485003065871,0.9986123895431688,0.9981817236748184,0.9990140401368575,0.998385160822231,0.9979672223686766,0.9987918262141305,0.9984228501739077,0.9986827685171191,0.9986904518245069,0.9990463275040841,0.998201552366206,0.9994584658606921,0.9993191583188068
hw_pdf4lhc_unc_16,1.0,1.5211074400242324e-06,0.08705978316487135,0.00216134315023408,0.0005990547513955903,0.00010698980463706191,1.8066155726179994e-05,0.007183911821052696,0.0015588508263579264,0.00022450587936962598,2.7021732734193735e-05,0.135473122029787,0.4246392555442006,0.13427244082133624,0.09343186884059165,0.015460937443909526,0.013314264318280368,0.019709089895291652,0.007245373330964771,0.010678494080244088,0.01692287648941632,0.011847911955925808,0.005210788574580749,0.007379551724207861,0.0011838585281411754,0.0017811560367527166,0.0006558557867636433,0.0010032412655523507,0.0003525869341047247,0.000496278006129997,48520.0,0.07380413298997575,24.079408857427453,1.0,1.0104965859525343,0.9991808740834842,1.0121132413678695,1.0143771272787623,1.0161364846158227,1.0177535290726674,1.0125865768663218,1.0148447989535088,1.0166340215293437,1.0158164664245881,0.9911410714120286,0.998651456246839,1.0027060666943524,1.0057862745848616,1.0092769749607,1.0032622831898195,1.0066354355391094,1.0096062240168109,1.004377350905463,1.0074435773115546,1.0101051469115763,1.006164125372539,1.0077749729812124,1.0062757440407808,1.0078563146244934,1.0066267729082694,1.008023872175156,1.0061156187191913,1.00866964685635
hw_pdf4lhc_unc_17,1.0,1.5102571420496958e-06,0.08743100672177538,0.0021361891692119367,0.00059126404195763,0.00010551135779419289,1.777770737733415e-05,0.007099459538504198,0.0015382164854678745,0.00022133554950466906,2.656020104059064e-05,0.13660799244787247,0.4250566621119933,0.13385793999624748,0.09287601351594511,0.015319105245819526,0.013266299776162659,0.019576272430084536,0.007177079110514229,0.01062969015614771,0.016797873042640868,0.011733305157378119,0.005177367228161069,0.007322743363364395,0.0011761268355386784,0.0017671351974933604,0.0006514086199234215,0.0009953722111490462,0.00035026405629613136,0.0004925184674919513,48520.0,0.07327767653225124,23.89699604270948,1.0,1.0032885552958293,1.0034413886929143,1.0003341412916644,1.0011851486812617,1.002094924462493,1.001503844887358,1.000682860642561,1.001411407394787,1.002277759638851,0.998466302438043,0.9994439485085477,0.9996330981259887,0.9996106996225693,0.9998025383809089,1.0000182885220783,0.9996480379798083,0.9998518261666693,1.0000897689106858,0.9997870448539387,1.000001939379936,1.0003342339005137,0.9997107144717069,1.000017043170066,0.9997038314842287,0.9999227079711203,0.9998011302970373,1.0001173047697485,0.9994872289022622,1.0010285012413116
hw_pdf4lhc_unc_18,1.0,1.498569434076889e-06,0.08577775172203793,0.0021273756916423193,0.0005872141369435381,0.00010423109525009846,1.759256790136939e-05,0.007062269163076839,0.0015257543798091508,0.00021879952839094907,2.6273558324166828e-05,0.13714122331209397,0.4260782620971662,0.13408364471833528,0.0928950490654026,0.015291286490964728,0.013287405023535951,0.019574419786496572,0.0071619734845788045,0.010639494352468663,0.016785772270793534,0.011699346670699088,0.005177745445672236,0.00731280837841786,0.0011756788476125,0.001763796464201502,0.0006509458437839099,0.0009925402540210677,0.0003495676870501333,0.0004902793938948567,48520.0,0.07271058894141065,23.788356191778444,1.0,0.995524219461706,0.9844670619065469,0.9962069681726055,0.9943274599568573,0.9899356211965931,0.9910740468777712,0.9954408036846787,0.9932983135066995,0.9907938495035635,0.9876906651320193,1.0033451430935387,1.0020356605353147,1.0012961943729042,1.000007454482996,0.9982023036344296,1.00123836983449,0.9997572029905116,0.9979848761376803,1.0007091891801516,0.9992815627415004,0.9974390704064381,0.9997837454315852,0.9986602901367863,0.9993230432624771,0.9980335060361897,0.9990908478518763,0.9972718472631663,0.9975001218741094,0.9964776536386167
hw_pdf4lhc_unc_19,1.0,1.5049989382033914e-06,0.08714230493632345,0.002134909673186703,0.0005903919389500989,0.00010527931304313574,1.776277944072903e-05,0.007090279256209046,0.0015349547744140408,0.00022072198002044834,2.6611122506917754e-05,0.13669759600255724,0.4252046423971156,0.13392974800573076,0.09288630709078466,0.015316932272482263,0.013272540487250347,0.01957645314322164,0.00717458807294938,0.010630552395021484,0.016790516770789393,0.011721843049136267,0.0051791701579716725,0.007320456962444845,0.0011768603290491066,0.0017668927644242012,0.0006518580996930786,0.000995287929417416,0.00035072180120477437,0.0004923114957229314,48520.0,0.07302254848162855,23.88695377247663,1.0,0.9997954443589394,1.000127972419053,0.9997349792061454,0.9997084199825749,0.9998910776715523,1.0006628823498984,0.9993888816996859,0.9992879646363764,0.999499321880417,1.0003805713895715,1.0000995011514775,0.9999811128827587,1.0001469401668366,0.999913347855433,0.9998764386527248,1.0001182907782273,0.9998610560320991,0.9997426553921893,0.9998681436670654,0.9995640097623346,0.9993570208208906,1.0000588466728182,0.9997048050137337,1.0003272984867548,0.9997855286928402,1.00049100508224,1.0000326212540391,1.000793415426571,1.0006078375435696
hw_pdf4lhc_unc_20,1.0,1.5031502209385565e-06,0.08698211239934925,0.0021345925570137895,0.0005901996002858948,0.00010518096541225213,1.774721040869247e-05,0.007091466272287842,0.0015347822648083009,0.0002205294185181349,2.654460589140168e-05,0.13672408515468848,0.4252925179784059,0.13393744419909798,0.09290330380795062,0.015318527944595097,0.013273139251051289,0.019580201939396615,0.007175470099912199,0.010632632635096725,0.016796520972572514,0.011726395141381357,0.005179594609962146,0.007322544596119109,0.0011765894763663789,0.0017669189256032125,0.0006516969914404441,0.0009951797646876007,0.00035039321691115034,0.000492184850564779,48520.0,0.07293284871993876,23.880808949403075,1.0,0.9985673112005891,0.9982894505057556,0.9995864801223129,0.9993827336555647,0.998957020297998,0.9997858038203198,0.9995561939632344,0.9991756572409577,0.998627342157488,0.9978800406502323,1.000293299642505,1.0001877755407167,1.0002044130163101,1.000096316097968,0.9999806027843573,1.0001634090907126,1.0000525245925649,0.9998655614000285,1.0000638029051863,0.9999214486721484,0.9997451138302822,1.0001408051632932,0.999989898885056,1.000097074622705,0.9998003318369334,1.0002437313923351,0.9999239408861905,0.9998557919416837,1.000350435189704
hw_pdf4lhc_unc_21,1.0,1.5178541493100432e-06,0.0884282656009684,0.002142663742582307,0.0005951445470047676,0.00010664852525754828,1.8089882096354438e-05,0.007120423609194593,0.0015476370854353274,0.00022367046106418524,2.6858714197205705e-05,0.13639145468068983,0.4244302219949317,0.13371543839174374,0.09282517747494852,0.01533092718609836,0.013250150210111701,0.019565144213461894,0.007181689360830869,0.010618152895770165,0.016789008896574895,0.01173861995570197,0.0051781014047422086,0.007326785478155104,0.0011777116645180984,0.0017702333988901511,0.0006530363851629985,0.0009988009450792167,0.0003523054053614274,0.0004961200352771534,48520.0,0.07364628332452329,24.071744111647487,1.0,1.0083353716468921,1.014886880082579,1.0033660529247848,1.0077559930872797,1.0128951811089395,1.0190901497319331,1.0036377878613727,1.0075444168645438,1.0128509817537077,1.0096881801361468,0.9978597266987086,0.9981598586009399,0.9985465406449299,0.9992552926399954,1.0007900148269078,0.9984311287971834,0.9992834560772222,1.0007321840356682,0.9987018953068557,0.9994742438059537,1.0007873521513657,0.9998524784536952,1.0005690471773867,1.0010509307554123,1.001675806395572,1.0022994723155672,1.0035623840060435,1.0053122694218923,1.00834857600013
hw_pdf4lhc_unc_22,1.0,1.505932714779997e-06,0.08717267584306974,0.002135909633725934,0.000590469904521016,0.00010505567451121724,1.7756185290857795e-05,0.007096331894804987,0.001536470814820532,0.0002209103570451563,2.61341336168985e-05,0.1366574240445321,0.42518101442221384,0.1339061735063747,0.09290072415155722,0.01532153534838732,0.013270992959608182,0.019580568978693147,0.00717774338260612,0.010632372365138344,0.01679985946075249,0.011731663175795309,0.005179386503017516,0.007323783043677628,0.001176569776652445,0.001767759526461637,0.0006515590692339502,0.0009954858809701932,0.0003503760873247989,0.0004917879428818958,48520.0,0.07306785532112546,23.86155098862958,1.0,1.000415767432691,1.0004765378306162,1.0002032404827002,0.999840438786648,0.9977670690109216,1.0002914021410259,1.0002420130784582,1.0002749389481684,1.0003523529579563,0.9824493316149288,0.9998055972617524,0.9999255454540866,0.9999708929200672,1.0000685463120713,1.0001769235710438,1.000001680796747,1.0000712710067365,1.0001823318757366,1.0000393229317597,1.0001201937541058,1.000194245178948,1.0001006212757817,1.0001590252089125,1.0000803299325032,1.0002759807221295,1.00003204432875,1.0002315164725526,0.9998069122393937,0.999543732641166
hw_pdf4lhc_unc_23,1.0,1.5030593585034076e-06,0.08711531319556676,0.0021335338130124486,0.0005896211033919152,0.00010485965191493225,1.770275206496626e-05,0.007088061831120923,0.0015340650282639379,0.0002204537275762868,2.6357291740295223e-05,0.13674608842463665,0.4252676893018975,0.13389154235801484,0.09286885708224808,0.015311225349407492,0.013269242407380491,0.019572599174115232,0.0071724403752388985,0.010629913092167622,0.01679190656589505,0.011722540770251661,0.005176915323243163,0.007318925028745042,0.0011755239391326542,0.0017664805209290882,0.0006509325013966236,0.0009945221156279663,0.00035000537723631176,0.0004911788384246844,48520.0,0.07292844007458534,23.831997240365688,1.0,0.998506949796724,0.9998181895303082,0.9990906917405097,0.9984031670698935,0.9959053429093553,0.9972812512796535,0.9990763312487101,0.9987087211080329,0.9982845895007628,0.9908384197090444,1.0004542787668083,1.0001293843448298,0.9998616319195716,0.999725499969104,0.9995038955208394,0.9998697724176723,0.9996642157979434,0.9994433845504037,0.9998080133432611,0.999646746296744,0.9994165057066993,0.9996234550271971,0.9994955992922178,0.9991913715786486,0.999552263217419,0.9990703695630084,0.9992631567115483,0.998749081747204,0.9983057467337408
hw_pdf4lhc_unc_24,1.0,1.5058537137497853e-06,0.08713819252814864,0.0021359674888037344,0.0005907299191959735,0.00010535826129977087,1.779833207706852e-05,0.007095403795916343,0.0015362361317095047,0.00022111683083079887,2.6623582700613915e-05,0.13667066374222667,0.4251940056794575,0.13391971749310383,0.09289971316587445,0.015321146992349587,0.013271828675322835,0.019580419817689806,0.007177264943710347,0.010632137043865756,0.016797745269519673,0.01172934872586132,0.005179591223378023,0.007323216524049341,0.001176752231482135,0.0017672579601965286,0.0006518636794484508,0.0009954526999667657,0.000350641329843145,0.0004923000782576803,48520.0,0.07306402219113958,23.886399797062648,1.0,1.0003632857543985,1.000080774511531,1.0002303328443714,1.000280720644724,1.0006408893403922,1.0026657335181697,1.0001111957048525,1.0001221552881792,1.0012873319243316,1.0008489821334683,0.9999024608163938,0.9999560978295334,1.0000720353255932,1.0000576631355262,1.0001515720159786,1.0000646540137372,1.0000636526564037,1.0001156638291198,1.0000171895340544,0.9999943328592372,0.9999969245203132,1.0001401512393424,1.000081659492887,1.0002354159205127,0.999992172500356,1.0004995690550786,1.0001981772901383,1.0005637883872125,1.000584631899756
hw_pdf4lhc_unc_25,1.0,1.5066396215086341e-06,0.08711010306331915,0.0021372691597958734,0.0005911557705498457,0.00010540577907614665,1.777400951928501e-05,0.007103437904006326,0.0015382821629657685,0.0002211460571711645,2.658073948320675e-05,0.13662285756155093,0.4251902280417952,0.13390542376937756,0.09292720167309154,0.015328653961537377,0.013271454643937305,0.019588645422457543,0.0071819241674384695,0.010635612913555912,0.016811543080161355,0.011743073037523198,0.005179893945981435,0.007327150313115032,0.0011764758303783125,0.0017681301243368227,0.0006514921827467548,0.0009954320208961944,0.000350215666199304,0.0004919303584114596,48520.0,0.07310215443559893,23.86846099012402,1.0,1.0008853771506367,0.9997583930972824,1.0008398790179651,1.0010018131191303,1.0010921897835237,1.0012955267406223,1.0012436191270289,1.0014541648325221,1.0014196780883784,0.9992383953459772,0.9995527038430168,0.9999472137160104,0.9999652941104317,1.0003535746228043,1.0006416206421025,1.0000364698367628,1.0004837727777252,1.0007649031519434,1.0003441162303897,1.000815736698036,1.001167003931694,1.0001986046997222,1.0006188701958605,1.0000004759173018,1.000485681276705,0.9999293849787596,1.0001773996392322,0.9993491465529177,0.999833187785536
hw_pdf4lhc_unc_26,1.0,1.5072446810118192e-06,0.08708163300481486,0.002136357539802073,0.000590927687734054,0.00010502977324440061,1.7747347160418974e-05,0.007099032226780137,0.001536894447827109,0.00022092487079145525,2.659759889944456e-05,0.13663497383039838,0.42521615130692497,0.13392822044657815,0.09292221184013172,0.015324757974771733,0.013273424753047498,0.019586407927993054,0.00717990443723522,0.010635235868920245,0.016806323623584668,0.011736950337313203,0.005180091557791471,0.007325502102101444,0.0011764705226531456,0.0017673717037592648,0.0006515268876314543,0.000995387877471604,0.00035031730195959855,0.0004921179579981654,48520.0,0.07313151192269347,23.877563322070987,1.0,1.0012873280886039,0.9994316436280396,1.000412985830402,1.0006156013564735,0.9975210715320082,0.999793507703446,1.0006226302100754,1.0005507329793357,1.0004180758170136,0.9998721841853954,0.9996413482287595,1.0000081791263782,1.0001355328160788,1.0002998594872115,1.0003872939072858,1.000184922362323,1.000369493466669,1.000483463936752,1.0003086528879466,1.0005050148175962,1.0006450072272859,1.0002367620555932,1.0003937852758324,0.9999959643688655,1.0000565336038114,0.9999826510576663,1.0001330457760942,0.9996391667322315,1.000214478123886
