,all_acc,300pt_acc,300pt450_acc,450pt650_acc,650pt_acc,all_xs,300pt_xs,300pt450_xs,450pt650_xs,650pt_xs,all_ratio,300pt_ratio,300pt450_ratio,450pt650_ratio,650pt_ratio
hw_nominal,1.0,0.0025139317884055753,0.0021431827792133622,0.000326396997656643,4.435201153557033e-05,48520.0,121.97597037343851,103.98722844743233,15.83678232630032,2.1519595997058723,1.0,1.0,1.0,1.0,1.0
hw_alphaS_up,1.0,0.002555054676257637,0.0021782002365936986,0.0003317048339953097,4.5149605668628326e-05,48520.0,123.97125289202054,105.68627547952626,16.094318545452428,2.1906588670418463,1.0,1.0163579966814227,1.0163389971774546,1.0162619030713338,1.0179832685247732
hw_alphaS_dn,1.0,0.0024800646515841904,0.002114676552570022,0.0003221624296200507,4.322566939411727e-05,48520.0,120.33273689486492,102.60410633069748,15.63132108516486,2.09730947900257,1.0,0.9865282196686551,0.9866991154838398,0.987026326629858,0.9746044857390577
hw_pdf4lhc_unc_0,1.0,0.0025077432532119243,0.0021388455529800505,0.00032490227826616853,4.39954219657051e-05,48520.0,121.67570264584256,103.77678623059205,15.764258541474497,2.1346578737760113,1.0,0.9975383042522502,0.997976268624693,0.9954205479792836,0.9919600135930872
hw_pdf4lhc_unc_1,1.0,0.0024938921763323447,0.0021269605387651915,0.00032311205306191404,4.381958450523904e-05,48520.0,121.00364839564537,103.2001253408871,15.67739681456407,2.126126240194198,1.0,0.9920285776385602,0.9924307713716677,0.9899357389365921,0.9879954254182072
hw_pdf4lhc_unc_2,1.0,0.002509115432911774,0.002139993295880198,0.0003255433549549859,4.3578782076589926e-05,48520.0,121.74228080487927,103.83247471610721,15.795363582415915,2.114442506356143,1.0,0.9980841343762727,0.9985118005967112,0.9973846490384843,0.9825660791425374
hw_pdf4lhc_unc_3,1.0,0.002478385660985059,0.0021131803887012453,0.0003215609667596519,4.364430552416143e-05,48520.0,120.25127227099506,102.53151245978442,15.60213810717831,2.1176217040323126,1.0,0.9858603453027415,0.9860010117647879,0.9851835925829243,0.9840434292176056
hw_pdf4lhc_unc_4,1.0,0.0024473143277454756,0.002089434296451521,0.0003154164912114282,4.246354008252668e-05,48520.0,118.74369118221048,101.37935206382781,15.304008153578497,2.0603309648041943,1.0,0.9735006888542704,0.9749211857788588,0.9663584330614282,0.9574208387024544
hw_pdf4lhc_unc_5,1.0,0.0024948894062303655,0.002127984729161456,0.0003230859747326456,4.381870233626439e-05,48520.0,121.05203399029733,103.24981905891384,15.676131494027963,2.126083437355548,1.0,0.9924252590054214,0.9929086542691031,0.9898558413595443,0.9879755352498899
hw_pdf4lhc_unc_6,1.0,0.002512936648783944,0.0021427459220103445,0.0003261451687925989,4.404555798100096e-05,48520.0,121.92768619899697,103.96603213594192,15.824563589816899,2.1370904732381666,1.0,0.9996041501101101,0.9997961642808748,0.9992284583931467,0.9930904248993624
hw_pdf4lhc_unc_7,1.0,0.0025067734442576735,0.002138224925757303,0.00032498947594479836,4.355904255557211e-05,48520.0,121.62864751538233,103.74667339774435,15.768489372841616,2.113484744796359,1.0,0.9971525304779881,0.9976866865933484,0.9956877001873488,0.9821210143002814
hw_pdf4lhc_unc_8,1.0,0.0025030789193024807,0.002134301723479703,0.00032472056004122446,4.405663578155317e-05,48520.0,121.44938916455637,103.5563196232352,15.75544157320021,2.13762796812096,1.0,0.995682910271015,0.9958561370407619,0.9948638081003978,0.993340194868495
hw_pdf4lhc_unc_9,1.0,0.0025153205943059774,0.002144793907723146,0.000326473133516588,4.405355306624341e-05,48520.0,122.04335523572603,104.06540040272705,15.84047643822485,2.1374783947741305,1.0,1.0005524437483975,1.0007517457332198,1.0002332615204539,0.9932706892203175
hw_pdf4lhc_unc_10,1.0,0.0024964195869583445,0.0021289572450094284,0.0003235143149336459,4.394802701527036e-05,48520.0,121.12627835921887,103.29700552785746,15.696914560580499,2.1323582707809177,1.0,0.9930339392946148,0.9933624260413499,0.9911681702230926,0.9908914047793306
hw_pdf4lhc_unc_11,1.0,0.00251307016114937,0.0021428600763562272,0.0003259232505942197,4.428683419892278e-05,48520.0,121.93416421896742,103.97157090480414,15.813796118831538,2.148797195331733,1.0,0.9996572590950243,0.9998494282147725,0.9985485556980469,0.9985304536504442
hw_pdf4lhc_unc_12,1.0,0.002517409345253903,0.002146313659221902,0.00032675329132678295,4.434239470521853e-05,48520.0,122.14470143171938,104.13913874544667,15.85406969517551,2.151492991097203,1.0,1.001383313924573,1.0014608553404338,1.0010915960400921,0.9997831703677277
hw_pdf4lhc_unc_13,1.0,0.0025105020155032623,0.002140317177000376,0.0003259483508454127,4.423648765747373e-05,48520.0,121.80955779221829,103.84818942805823,15.815013983019423,2.1463543811406254,1.0,0.9986356937295867,0.9986629221544799,0.9986254566847999,0.9973952956337967
hw_pdf4lhc_unc_14,1.0,0.0025107217733878616,0.0021405016758913827,0.0003259031402061425,4.431695729033579e-05,48520.0,121.82022044477904,103.85714131424989,15.812820362802034,2.1502587677270926,1.0,0.9987231097388886,0.9987490085549476,0.9984869424227362,0.9992096357296799
hw_pdf4lhc_unc_15,1.0,0.002506620368349676,0.0021367068193905575,0.0003256578865937586,4.4255662365359876e-05,48520.0,121.62122027232628,103.67301487682985,15.800920657529169,2.147284737967261,1.0,0.9970916394431941,0.9969783445977568,0.9977355457672993,0.9978276256955521
hw_pdf4lhc_unc_16,1.0,0.0025518465530931247,0.0021749806035746434,0.00033177806105810776,4.508788846037373e-05,48520.0,123.81559475607841,105.53005888544169,16.09787152253939,2.1876643480973335,1.0,1.0150818589678585,1.014836730058531,1.0164862527538485,1.0165917373153015
hw_pdf4lhc_unc_17,1.0,0.0025180312386302206,0.0021465636648722664,0.00032712966534002917,4.4337908417924785e-05,48520.0,122.1748756983383,104.15126901960237,15.872331362298215,2.1512753164377107,1.0,1.0016306927035779,1.00157750691714,1.002244713305105,0.9996820185340584
hw_pdf4lhc_unc_18,1.0,0.002496815370068763,0.0021296453508219413,0.00032330389302128533,4.386612622553622e-05,48520.0,121.14548175573637,103.33039242188059,15.686704889392765,2.128384444463017,1.0,0.9931913751933308,0.9936834932966427,0.9905234893164933,0.9890447965444717
hw_pdf4lhc_unc_19,1.0,0.002512563975040699,0.002141915614618839,0.00032627445847421295,4.437390194764679e-05,48520.0,121.90960406897472,103.92574562130608,15.830836725168812,2.153021722499822,1.0,0.9994559067309683,0.9994087463716053,0.9996245701299037,1.0004935607499765
hw_pdf4lhc_unc_20,1.0,0.002511644474495249,0.00214137151339687,0.000325981144798285,4.429181630009414e-05,48520.0,121.86498990250948,103.89934583001614,15.816605145612789,2.149038926880568,1.0,0.9990901447999204,0.9991548710478362,0.9987259292783217,0.998642784545907
