,all_acc,300pt_acc,300pt450_acc,450pt650_acc,650pt_acc,all_xs,300pt_xs,300pt450_xs,450pt650_xs,650pt_xs,all_ratio,300pt_ratio,300pt450_ratio,450pt650_ratio,650pt_ratio
hw_nominal,1.0,0.017263375359048944,0.013595911546305059,0.0029735299381617756,0.000693933874582108,1453.0,25.083684396698118,19.75485947678125,4.32053900014906,1.008285919767803,1.0,1.0,1.0,1.0,1.0
hw_alphaS_up,1.0,0.017235913715930543,0.013576528342772983,0.0029660742016197803,0.00069331117153778,1453.0,25.04378262924708,19.726695682049144,4.309705814953541,1.0073811322443944,1.0,0.9984092541263081,0.9985743358607431,0.9974926310825697,0.9991026478643906
hw_alphaS_dn,1.0,0.017328626574399906,0.013639013422073716,0.0029899395823876113,0.0006996735699385774,1453.0,25.17849441260306,19.81748650227311,4.344382213209199,1.016625697120753,1.0,1.003779748397625,1.0031702086043925,1.0055185737379795,1.008271242501205
hw_pdf4lhc_unc_0,1.0,0.017263375359048944,0.013595911546305059,0.0029735299381617756,0.000693933874582108,1453.0,25.083684396698118,19.75485947678125,4.32053900014906,1.008285919767803,1.0,1.0,1.0,1.0,1.0
hw_pdf4lhc_unc_1,1.0,0.01722958037513643,0.01356558171226728,0.002968438958111868,0.000695559704757281,1453.0,25.034580285073233,19.71079022792436,4.313141806136544,1.0106482510123291,1.0,0.9980423883968439,0.9977691945159778,0.9982879001873931,1.002342918013841
hw_pdf4lhc_unc_2,1.0,0.01728351932520862,0.013604229774764855,0.0029794106732398233,0.0006998788772039431,1453.0,25.112953579528128,19.766945862733333,4.329083708217463,1.0169240085773292,1.0,1.001166861389544,1.0006118183713881,1.0019776949283663,1.0085671024856875
hw_pdf4lhc_unc_3,1.0,0.017249729173881463,0.013582010847978025,0.0029723398391150436,0.0006953784867883965,1453.0,25.063856489649766,19.73466176211207,4.318809786234159,1.01038494130354,1.0,0.9992095297192082,0.9989775824681051,0.9995997689374307,1.00208177213882
hw_pdf4lhc_unc_4,1.0,0.01712523003700717,0.013502248162750845,0.0029416842931358706,0.0006812975811204537,1453.0,24.882959243771417,19.61876658047698,4.27426727792642,0.9899253853680192,1.0,0.9919977803199788,0.9931109154957934,0.9892902894242955,0.9817903493048759
hw_pdf4lhc_unc_5,1.0,0.01723581408993272,0.013577327131905896,0.0029645596811685064,0.0006939272768583154,1453.0,25.043637872672242,19.727856322659267,4.30750521673784,1.008276333275132,1.0,0.9984034831808383,0.9986330880179775,0.9969832968963431,0.9999904922874725
hw_pdf4lhc_unc_6,1.0,0.01724688518220491,0.013576845974466241,0.0029689697883858537,0.0007010694193528153,1453.0,25.059724169743735,19.72715720089945,4.313913102524645,1.0186538663196407,1.0,0.9990447883741699,0.9985976981555165,0.9984664187444701,1.0102827445554583
