,all_acc,300pt_acc,300pt450_acc,450pt650_acc,650pt_acc,all_xs,300pt_xs,300pt450_xs,450pt650_xs,650pt_xs,all_ratio,300pt_ratio,300pt450_ratio,450pt650_ratio,650pt_ratio
hw_nominal,1.0,0.00492027142447412,0.003911790742101152,0.0008313112872538358,0.000177169395119133,883.9,4.349027912092675,3.4576318369432086,0.7347960468036654,0.15660002834580164,1.0,1.0,1.0,1.0,1.0
hw_alphaS_up,1.0,0.00489307408476054,0.00389347136457508,0.0008242583438822287,0.0001753443763032303,883.9,4.3249881835198405,3.4414393391479132,0.7285619501575019,0.15498689421442524,1.0,0.9944723903688936,0.9953168820282466,0.9915158816201018,0.9896990176284368
hw_alphaS_dn,1.0,0.00494186495718665,0.003926350882902166,0.0008369689378868135,0.00017854513639767075,883.9,4.36811443565728,3.4705015453972243,0.7397968441981544,0.15781604606190117,1.0,1.0043886872998755,1.003722116483458,1.006805694472966,1.0077651181097766
hw_pdf4lhc_unc_0,1.0,0.00496574118699377,0.003941151321754681,0.0008429861337563984,0.00018160373148269117,883.9,4.389218635183793,3.483583653298962,0.7451154436272805,0.16051953825755072,1.0,1.0092413118295622,1.0075056621351268,1.0140438926808386,1.0250287943951968
hw_pdf4lhc_unc_1,1.0,0.0048893424205931155,0.0038881971789858955,0.0008253177885094277,0.00017582745309779267,883.9,4.321689765562255,3.436777486505633,0.7294983932634831,0.15541388579313895,1.0,0.9937139638827323,0.9939686029568688,0.9927903075101902,0.9924256555685705
hw_pdf4lhc_unc_2,1.0,0.00491733075078881,0.003909001956828834,0.0008317447294672908,0.000176584064492685,883.9,4.3464286506222285,3.455166829641006,0.7351791663761382,0.15608265460508428,1.0,0.9994023350682072,0.9992870821942739,1.0005213957997452,0.9966962091502632
hw_pdf4lhc_unc_3,1.0,0.004897771424014603,0.003895356555824582,0.0008266142951293544,0.00017580057306066656,883.9,4.3291401616865075,3.443105659693348,0.7306443754648363,0.15539012652832318,1.0,0.9954270814517266,0.9957988074107096,0.9943498997349146,0.9922739361527649
hw_pdf4lhc_unc_4,1.0,0.004892268564854591,0.0038910912915283715,0.0008255316235921568,0.00017564564973406282,883.9,4.324276184474973,3.4393355925819273,0.7296874020931073,0.15525318979993813,1.0,0.9943086758425076,0.9947084463516925,0.9930475337574549,0.9913994999867467
hw_pdf4lhc_unc_5,1.0,0.004942408083943692,0.003926419011869928,0.0008372243650892023,0.0001787647069845611,883.9,4.368594505397829,3.4705617645918294,0.7400226163023459,0.15801012450365357,1.0,1.0044990728274585,1.0037395327953864,1.0071129526640974,1.0090044438225654
hw_pdf4lhc_unc_6,1.0,0.004918352041021585,0.003911446109712333,0.0008300584926115689,0.00017684743869768383,883.9,4.347331369058979,3.457327216374731,0.7336887016193657,0.15631545106488273,1.0,0.9996099029327961,0.9999118990734575,0.998492989736245,0.9981827763128465
hw_pdf4lhc_unc_7,1.0,0.004914702023117902,0.003908105290132207,0.0008299058535336169,0.00017669087945207867,883.9,4.344105118233913,3.4543742659478576,0.7335537839383639,0.15617706834769232,1.0,0.9988680703002449,0.9990578606546408,0.9983093773153716,0.9972991065035101
hw_pdf4lhc_unc_8,1.0,0.004913177197755457,0.003906897363690829,0.0008296448816679334,0.000176634952396696,883.9,4.3427573250960485,3.4533065797663234,0.7333231109062863,0.15612763442343958,1.0,0.9985581635428942,0.9987490694843009,0.9979954493443638,0.9969834365462633
hw_pdf4lhc_unc_9,1.0,0.0049245331915007354,0.0039150346395472446,0.0008321974206488701,0.00017730113130462108,883.9,4.3527948879675,3.4604991178958096,0.7355793001115363,0.15671646996015456,1.0,1.0008661650260626,1.000829261496833,1.0010659465456817,1.0007435606211756
hw_pdf4lhc_unc_10,1.0,0.004915647907588139,0.00390789445713182,0.0008307328123141364,0.00017702063814218252,883.9,4.344941185517156,3.454187910658815,0.7342847328044652,0.15646854205387514,1.0,0.9990603126358063,0.9990039638553775,0.9993041416030686,0.999160368658196
hw_pdf4lhc_unc_11,1.0,0.004913176487882057,0.003907963567004002,0.0008289769796259927,0.00017623594125206127,883.9,4.34275669763895,3.4542489968748376,0.7327327522914149,0.15577494847269696,1.0,0.998558019267642,0.9990216309231577,0.9971920174023448,0.9947312916745917
hw_pdf4lhc_unc_12,1.0,0.0049176500509712185,0.003909840461497247,0.0008308133817847609,0.00017699620768921021,883.9,4.34671088005346,3.4559079839174167,0.7343559481595502,0.15644694797649292,1.0,0.9994672298991754,0.9995014353444536,0.9994010601363063,0.9990224754687099
hw_pdf4lhc_unc_13,1.0,0.00492888177153029,0.0039178927537943725,0.0008332625494165502,0.00017772646831936686,883.9,4.356638597855623,3.4630254050788456,0.7365207674292887,0.15709242534748835,1.0,1.0017499739980482,1.0015599023811643,1.00234720999538,1.0031442970150644
hw_pdf4lhc_unc_14,1.0,0.004896664934731721,0.003896761666457051,0.0008251778464109785,0.00017472542186369196,883.9,4.328162135809368,3.4443476369813872,0.7293746984426639,0.15443980038531732,1.0,0.9952021976623124,0.9961580062342423,0.9926219685250292,0.9862054433622824
hw_pdf4lhc_unc_15,1.0,0.004914876681091767,0.003907931217571102,0.0008301554116645193,0.00017679005185614565,883.9,4.344259498417013,3.454220403211097,0.7337743683702685,0.15626472683564713,1.0,0.9989035679301106,0.9990133611983606,0.9986095754899048,0.9978588668616706
hw_pdf4lhc_unc_16,1.0,0.004936146160757281,0.003923559050431066,0.0008345138348478604,0.00017807327547835508,883.9,4.363059591493361,3.468033844676019,0.7376267786220237,0.15739896819531804,1.0,1.003226394422917,1.0030084196997695,1.0038524048008586,1.0051017861104865
hw_pdf4lhc_unc_17,1.0,0.004909871098382114,0.0039051949822740324,0.0008284463517245424,0.00017622976438353867,883.9,4.33983506385995,3.451801844832017,0.732263730289323,0.15576948873860982,1.0,0.9978862291945372,0.9983138771314805,0.9965537151086239,0.994696427478558
hw_pdf4lhc_unc_18,1.0,0.004914908563115199,0.003908436062486592,0.000829700202518502,0.00017677229811010502,883.9,4.344287678937524,3.4546666356318982,0.7333720090061039,0.15624903429952183,1.0,0.9989100476587033,0.9991424184380685,0.998061995837136,0.9977586591140024
hw_pdf4lhc_unc_19,1.0,0.004929939732446008,0.003920220137639017,0.0008325924831454749,0.00017712711166151571,883.9,4.357573729509026,3.4650825796591267,0.7359284958522853,0.15656265399761374,1.0,1.0019649948423162,1.002154868727292,1.0015411746613851,0.9997613388159459
hw_pdf4lhc_unc_20,1.0,0.0049192104381296665,0.00391121644987326,0.000830873606202145,0.00017712038205426177,883.9,4.348090106262812,3.457124220042974,0.7344091805220759,0.15655670569776198,1.0,0.9997843642651143,0.9998531894301728,0.9994735052219288,0.999723354788008
hw_pdf4lhc_unc_21,1.0,0.0049311781648296174,0.003919218429043531,0.0008336210797365551,0.00017833865604953083,883.9,4.358668379892899,3.464197169431577,0.7368376723791411,0.1576335380821803,1.0,1.0022166948557443,1.0018987945501372,1.002778492867996,1.0065996778371997
