,ALL,UNKNOWN,QQ2HLL_FWDH,QQ2HLL_PTV_0_75_0J,QQ2HLL_PTV_75_150_0J,QQ2HLL_PTV_150_250_0J,QQ2HLL_PTV_250_400_0J,QQ2HLL_PTV_GT400_0J,QQ2HLL_PTV_0_75_1J,QQ2HLL_PTV_75_150_1J,QQ2HLL_PTV_150_250_1J,QQ2HLL_PTV_250_400_1J,QQ2HLL_PTV_GT400_1J,QQ2HLL_PTV_0_75_GE2J,QQ2HLL_PTV_75_150_GE2J,QQ2HLL_PTV_150_250_GE2J,QQ2HLL_PTV_250_400_GE2J,QQ2HLL_PTV_GT400_GE2J,QQ2HQQ_FWDH,QQ2HQQ_0J,QQ2HQQ_1J,QQ2HQQ_GE2J_MJJ_0_60_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_60_120_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_120_350_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_0_60_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_60_120_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_120_350_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_350_700_PTH_0_200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_350_700_PTH_0_200_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_700_1000_PTH_0_200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_700_1000_PTH_0_200_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_1000_1500_PTH_0_200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_1000_1500_PTH_0_200_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_GT1500_PTH_0_200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_GT1500_PTH_0_200_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_350_700_PTH_GT200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_350_700_PTH_GT200_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_700_1000_PTH_GT200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_700_1000_PTH_GT200_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_1000_1500_PTH_GT200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_1000_1500_PTH_GT200_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_GT1500_PTH_GT200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_GT1500_PTH_GT200_PTHJJ_GT25
hw_pdf4lhc_unc_7,0.0003855886178624558,1.979546722948372e-05,7.14110141594225e-05,0.0001185431969589876,9.16724421392524e-05,4.8341423501366974e-05,2.2794227774040137e-05,1.0311814193537879e-05,6.49716247304198e-05,5.724531224603781e-05,3.488455589175348e-05,1.7866790993382188e-05,8.145968224335047e-06,4.251950872430271e-05,4.089200149986648e-05,2.724814500296266e-05,1.5005839974317331e-05,7.663255694921656e-06,0.0001123880073931605,7.025515762687799e-05,0.00017472579174725817,3.479285472647213e-05,0.00014188740666802265,5.899544590873967e-05,4.4409634245415113e-05,0.00011759113680897256,0.00010655901030080415,2.0877305586676115e-05,4.706191485319626e-05,7.280168103655404e-06,1.8175312625561456e-05,4.425971489246266e-06,1.1582770545463514e-05,2.166380122762633e-06,6.732968062222872e-06,8.82865939517162e-06,2.3438473730372328e-05,4.032426388968741e-06,1.0985333258384953e-05,2.6226648484236756e-06,7.396966258070136e-06,1.469583595786301e-06,4.6121129716352374e-06
hw_pdf4lhc_unc_8,0.0003859294374865539,1.9796232408419798e-05,7.155065954182848e-05,0.00011863831538853088,9.179442738704922e-05,4.8393639346893985e-05,2.282772619881521e-05,1.0326713144629979e-05,6.490755585574733e-05,5.719356606412597e-05,3.501060046907503e-05,1.795604238752711e-05,8.14727374218617e-06,4.2434290806199245e-05,4.080996780921563e-05,2.7197011410227564e-05,1.4979911798968902e-05,7.650225070501004e-06,0.00011310241400223672,7.030543246646779e-05,0.00017487373561839118,3.481369066960873e-05,0.0001420587031057436,5.893199555175202e-05,4.4405663558285866e-05,0.00011756864822934162,0.00010643120070292396,2.0836434458787646e-05,4.695497205799308e-05,7.261641795586379e-06,1.8127109345757557e-05,4.415165774052546e-06,1.1551028005826577e-05,2.1610490657267553e-06,6.7129527775332e-06,8.822822994938742e-06,2.3386566266161212e-05,4.024645836498328e-06,1.0958465963576164e-05,2.614197666120163e-06,7.375107731118034e-06,1.4677310011586989e-06,4.599128382531923e-06
hw_pdf4lhc_unc_9,0.00038520529999909263,1.974571887398947e-05,7.120748885710153e-05,0.00011849530255873037,9.16194769501425e-05,4.833204713667678e-05,2.2814928205429248e-05,1.0335435305754786e-05,6.499192401333093e-05,5.7276622523093504e-05,3.477409939373534e-05,1.7798945037914946e-05,8.166537032462777e-06,4.254757617566301e-05,4.0929718503599364e-05,2.7280818760464473e-05,1.5033823365514945e-05,7.685148441332878e-06,0.0001112999005163362,7.022269219655999e-05,0.0001746699976890523,3.4790278807049215e-05,0.00014184160543381915,5.902816247011222e-05,4.435961808916487e-05,0.00011763115012608427,0.00010661029103027621,2.0898883621713738e-05,4.7121327865358884e-05,7.292299991876046e-06,1.820547522066679e-05,4.434724549668423e-06,1.1600328116989747e-05,2.1703627141042774e-06,6.7465069155844226e-06,8.849916188905954e-06,2.3485437956352952e-05,4.042968882136691e-06,1.1012597100205174e-05,2.629060025664254e-06,7.412453873706499e-06,1.4743079515253438e-06,4.618224084029258e-06
hw_pdf4lhc_unc_10,0.0003860637865188687,1.971260310610941e-05,7.119012917171057e-05,0.00011881537563482829,9.178174078592786e-05,4.832853555057464e-05,2.279899179351342e-05,1.0329720153043843e-05,6.506030052969303e-05,5.7281679930916185e-05,3.497831658533896e-05,1.7938488654233566e-05,8.157509249276181e-06,4.255476903352041e-05,4.090401902423651e-05,2.7244559101739012e-05,1.5000196769684074e-05,7.665039912008911e-06,0.00011254746880880526,7.044626351420926e-05,0.00017503898674314447,3.4835926175400887e-05,0.0001420977784462892,5.9041708962584765e-05,4.447933688636018e-05,0.00011770447518299486,0.00010663342469680399,2.0879871950959635e-05,4.7058213266439294e-05,7.279109264320257e-06,1.8173173474896977e-05,4.4282720905538585e-06,1.1585814174977457e-05,2.1703720252480765e-06,6.740443749074297e-06,8.835550873577463e-06,2.3432019451728567e-05,4.033484869281436e-06,1.0981709494471502e-05,2.622463444814081e-06,7.391863529042146e-06,1.4707973080699176e-06,4.613409180866838e-06
hw_pdf4lhc_unc_11,0.0003853228311250567,1.9826852468080714e-05,7.146950460651043e-05,0.00011850452341363961,9.164716061863678e-05,4.833445313212854e-05,2.280500149534189e-05,1.0299914427938476e-05,6.493121234074733e-05,5.7228489189078394e-05,3.475037923649044e-05,1.7779788797879763e-05,8.137754883360394e-06,4.250180165972046e-05,4.088399312979676e-05,2.72476777341326e-05,1.5008723077765103e-05,7.660693242466102e-06,0.00011183174342832706,7.022558256029993e-05,0.00017468191836980112,3.478930668768849e-05,0.0001418683501759702,5.897097017381675e-05,4.437080572706046e-05,0.00011755520496085404,0.0001064949656212151,2.0870094760291754e-05,4.7054973744064406e-05,7.280524085151153e-06,1.8184603232802168e-05,4.430909687257699e-06,1.1597399364222787e-05,2.1695722087156958e-06,6.751916611470916e-06,8.824976431226786e-06,2.3435298382783232e-05,4.029286126126839e-06,1.098412559642912e-05,2.622405607630754e-06,7.400723739503497e-06,1.472852397645367e-06,4.620505279533726e-06
hw_pdf4lhc_unc_12,0.0003857780596113542,1.9769534401962047e-05,7.145776488805578e-05,0.00011853600901318753,9.167409416947192e-05,4.8319768057419845e-05,2.2798321983640374e-05,1.0316595748423472e-05,6.501351526169771e-05,5.7286528656759184e-05,3.4935720507973776e-05,1.790980274610777e-05,8.158114399249866e-06,4.25631374768481e-05,4.094113995861776e-05,2.7287708790287996e-05,1.50312859396904e-05,7.679382962854358e-06,0.00011260926785743924,7.024993622168088e-05,0.00017472338464696754,3.479576434923044e-05,0.00014188347374489724,5.904523850372015e-05,4.4374315003514943e-05,0.00011764828323523507,0.00010674398451619546,2.090699878454763e-05,4.7137852410838725e-05,7.294994826901254e-06,1.821128205743645e-05,4.434806470983288e-06,1.1608741705235344e-05,2.172692646653509e-06,6.748447866475665e-06,8.844791265465544e-06,2.348268785014113e-05,4.039471681873741e-06,1.1014682258173253e-05,2.6284486048824354e-06,7.41615799637488e-06,1.4774057646280806e-06,4.626932204250524e-06
hw_pdf4lhc_unc_13,0.0003863182618827465,1.9804834059907872e-05,7.158490788378432e-05,0.00011845268948652606,9.164915241826965e-05,4.833276619246184e-05,2.2821657068004207e-05,1.0345890042382674e-05,6.517341608524549e-05,5.741611469762166e-05,3.5175291149866865e-05,1.807143790855119e-05,8.188687344238775e-06,4.269866702652193e-05,4.1065671864566824e-05,2.7370879167266264e-05,1.5077282003286054e-05,7.706585021466755e-06,0.00011361318559233639,7.02002104283995e-05,0.00017464401756736415,3.4794915201490363e-05,0.00014183215842361607,5.9186099758198906e-05,4.447610465291166e-05,0.00011783825161609163,0.00010700213698340834,2.0979837718221347e-05,4.7296429154517345e-05,7.320938816887507e-06,1.8277862190138364e-05,4.453151574698185e-06,1.1654134714799946e-05,2.1838071579971905e-06,6.779194296283146e-06,8.877550445811844e-06,2.3560840774720937e-05,4.054064715473902e-06,1.1056074267221688e-05,2.6388437297736284e-06,7.447822468868453e-06,1.4844156864310024e-06,4.653031456410191e-06
hw_pdf4lhc_unc_14,0.00038589070623057674,1.975893707504305e-05,7.136113230947364e-05,0.0001186904835938326,9.17479796755712e-05,4.8310349952678174e-05,2.2754768862934727e-05,1.0248809384211033e-05,6.501607600590714e-05,5.72556684354564e-05,3.492897303409226e-05,1.7903219767566658e-05,8.101371031144872e-06,4.253874224250639e-05,4.089388311182176e-05,2.7233045712144026e-05,1.4979484891289849e-05,7.63237014389971e-06,0.00011274886214548732,7.034670260025903e-05,0.00017488199038460356,3.481445703705229e-05,0.00014199147878689043,5.900999286144717e-05,4.442747343523642e-05,0.00011761974537887806,0.00010658979338158241,2.0866778159949607e-05,4.704074834427871e-05,7.274440124677854e-06,1.815947347116616e-05,4.4184645606805235e-06,1.1573581016938614e-05,2.164835621647596e-06,6.7299217378594895e-06,8.796859615725248e-06,2.3389329827805305e-05,4.0076330377801214e-06,1.0953636394597639e-05,2.6117980952122344e-06,7.3689982921620165e-06,1.4633000729313859e-06,4.598480158690898e-06
hw_pdf4lhc_unc_15,0.00038945205830240277,1.9841191925574085e-05,7.274748249362056e-05,0.00011867133278360783,9.21149703383713e-05,4.840429943505817e-05,2.2824311919863935e-05,1.0336838152033837e-05,6.499648060428751e-05,5.723573814886845e-05,3.629055256531293e-05,1.8881647399613062e-05,8.166728984643229e-06,4.248765066989992e-05,4.086223590172846e-05,2.7243627366748595e-05,1.500240303606542e-05,7.666824274241826e-06,0.00012204078124603935,7.032999130810697e-05,0.00017497320042660403,3.481731786725418e-05,0.00014220287263233634,5.8984494617972796e-05,4.4464643354528336e-05,0.00011768130743801889,0.000106885632044069,2.0898739409055003e-05,4.7050629017072057e-05,7.275328688341444e-06,1.8161379795904464e-05,4.426394300883853e-06,1.1582731132841775e-05,2.170004808670999e-06,6.733536000674058e-06,8.845022564205882e-06,2.3432042823967763e-05,4.0302395932235285e-06,1.0993725395629463e-05,2.621860902756671e-06,7.406789002673087e-06,1.4737202918936066e-06,4.652803947706592e-06
hw_pdf4lhc_unc_16,0.00038573532260991015,1.9734505298166205e-05,7.131869500495545e-05,0.00011839045015395164,9.161866408337292e-05,4.8295235869927455e-05,2.2818578507232086e-05,1.0342737990311494e-05,6.507598096241825e-05,5.7385103903655625e-05,3.5052654926265695e-05,1.7994673567503393e-05,8.198296541462174e-06,4.267456994631317e-05,4.108443773156555e-05,2.7412554327789377e-05,1.5115285313291137e-05,7.732014944983685e-06,0.00011244564640186117,7.01555867620028e-05,0.00017456481926287801,3.477997332543328e-05,0.0001417589710124228,5.91457432549932e-05,4.427393454757727e-05,0.00011773713801239654,0.00010695525413987906,2.1002245223169322e-05,4.737150661062698e-05,7.335832391573032e-06,1.831333861438955e-05,4.457129930063073e-06,1.1672096038422741e-05,2.1850401418308814e-06,6.783696116570926e-06,8.893981662749542e-06,2.363124043869561e-05,4.067075915831891e-06,1.1098835173584986e-05,2.6480995882726644e-06,7.4739532090372e-06,1.4907625976966437e-06,4.663406378159961e-06
hw_pdf4lhc_unc_17,0.0003856953818956886,1.969324113674684e-05,7.111949746515335e-05,0.00011859571213096269,9.17073360056556e-05,4.830967449920135e-05,2.2769861649141104e-05,1.02875467293578e-05,6.50514081268724e-05,5.7300245180850324e-05,3.5005880117283985e-05,1.7935649323528868e-05,8.133131994873385e-06,4.2579523023547405e-05,4.0948828926808936e-05,2.7274893971039207e-05,1.5012715054559846e-05,7.662733541457108e-06,0.0001122611061595906,7.028562721364934e-05,0.00017479195892249156,3.480756875881217e-05,0.0001419194271957302,5.9058581842560456e-05,4.437885988463617e-05,0.00011767312569631124,0.0001067097654610643,2.0905299568392178e-05,4.7131065737692e-05,7.290882925655113e-06,1.8200750064476236e-05,4.425711200815852e-06,1.159659875523389e-05,2.163758695427764e-06,6.728591406364432e-06,8.830094110209063e-06,2.3448294879695948e-05,4.030271157288798e-06,1.0996472058775546e-05,2.617559973639663e-06,7.405899382472018e-06,1.4701774430954248e-06,4.605088230651303e-06
hw_pdf4lhc_unc_18,0.0003856826529663517,1.979399642640737e-05,7.14907119761035e-05,0.00011860057211182812,9.174605473916574e-05,4.8355534457131316e-05,2.2826610002877645e-05,1.032980391427272e-05,6.489732178824769e-05,5.7182600039222366e-05,3.491566974579502e-05,1.7903739207075008e-05,8.145514759877614e-06,4.2433457804633976e-05,4.080493120067342e-05,2.7189735668225787e-05,1.4971374308457122e-05,7.64663740700068e-06,0.00011273697887890449,7.028642608621928e-05,0.0001748160663110563,3.4806474015038855e-05,0.00014199430954734592,5.8923102265191295e-05,4.430590465030224e-05,0.00011754574394933744,0.00010639960862886577,2.0831082755088316e-05,4.6944868256599264e-05,7.2587534914801176e-06,1.812252559157399e-05,4.416506640771942e-06,1.1553363488859982e-05,2.1644990440743916e-06,6.723394175454912e-06,8.821130400515305e-06,2.3381031752271712e-05,4.023040899252981e-06,1.0951261692413652e-05,2.612713089917281e-06,7.367822308184186e-06,1.4659810761358003e-06,4.595656766189401e-06
hw_pdf4lhc_unc_19,0.0003856788239798533,1.9726316778715188e-05,7.12335258529591e-05,0.00011862894286572183,9.183567319506606e-05,4.848831845896763e-05,2.291591347713257e-05,1.0374726576613974e-05,6.485910140772035e-05,5.718158006492053e-05,3.4943822084072786e-05,1.794158059255802e-05,8.170541468861293e-06,4.238810279407127e-05,4.078170816342349e-05,2.719185432964745e-05,1.499057367222863e-05,7.662813264535335e-06,0.00011233907816819643,7.029254825209932e-05,0.0001749053010930293,3.482717730714618e-05,0.00014215465999323232,5.891111152898479e-05,4.443218617798312e-05,0.0001176030881139274,0.000106362200613641,2.082002287496443e-05,4.691406511255973e-05,7.254737523145179e-06,1.81076931929923e-05,4.410774471176444e-06,1.1537966346403462e-05,2.1601264661294893e-06,6.711244336389175e-06,8.832868197034768e-06,2.3395529750226747e-05,4.025039474618336e-06,1.0958495249090226e-05,2.6166965559594734e-06,7.373106323685514e-06,1.4688216898097241e-06,4.6015432795905275e-06
