,ALL,UNKNOWN,TTH_FWDH,TTH_PTH_0_60,TTH_PTH_60_120,TTH_PTH_120_200,TTH_PTH_200_300,TTH_PTH_300_450,TTH_PTH_GT450
hw_pdf4lhc_unc_30,0.0005438073437678976,4.8294040396587485e-05,6.90905846429554e-05,0.00025713546805886236,0.0003170344227739038,0.0002768467085525571,0.0001744073595232933,0.00010708322618093487,5.884118738385718e-05
hw_pdf4lhc_unc_31,0.0005437133269670929,4.832381715534765e-05,6.807453299833476e-05,0.00025707434207878797,0.0003170111265678796,0.00027675352247516906,0.00017461516087375194,0.00010729742643280688,5.8956530788864246e-05
hw_pdf4lhc_unc_32,0.0005438480306293509,4.837464123997659e-05,6.937593054190196e-05,0.00025682719983514176,0.0003167825198351224,0.00027695662514903434,0.00017473219012515797,0.00010751138466439765,5.9255134842386424e-05
hw_pdf4lhc_unc_33,0.000543826066545132,4.836175115021058e-05,6.914177799556514e-05,0.00025686432685290383,0.00031681025141716264,0.0002769368288484089,0.00017471947851760043,0.0001074841976847812,5.9207873670906255e-05
hw_pdf4lhc_unc_34,0.0005445415627813967,4.845527810823198e-05,7.369306650515063e-05,0.00025657104069858717,0.00031651898325898585,0.00027719017333713275,0.0001751671093736763,0.00010788062984503145,5.98149411410655e-05
hw_pdf4lhc_unc_35,0.0005438188140136668,4.8372582325691414e-05,6.934901842894732e-05,0.0002568167484989292,0.000316764149270506,0.0002769277207943429,0.00017473565910956475,0.00010752843899979384,5.9257594636899764e-05
hw_pdf4lhc_unc_36,0.0005436802029234915,4.836659022280775e-05,6.781804423682528e-05,0.00025702927795224464,0.0003169890848033684,0.00027670462798670155,0.00017469687840500245,0.00010739811337344069,5.9030619495521724e-05
hw_pdf4lhc_unc_37,0.0005438061856266093,4.836812463379612e-05,6.923950059780685e-05,0.00025679623177443574,0.0003167577660281775,0.00027691998055363187,0.00017477333857230672,0.00010755426787200918,5.927461991787777e-05
hw_pdf4lhc_unc_38,0.0005438015334062979,4.835804786181439e-05,6.916025130022594e-05,0.00025683706649234374,0.00031679144826485695,0.0002769168257579068,0.0001747305297404869,0.00010749746565913105,5.921971487287398e-05
hw_pdf4lhc_unc_39,0.0005439053275237395,4.84065230035731e-05,6.974030897388738e-05,0.00025670163709364576,0.0003166734051822752,0.0002770495047756517,0.00017483583184178185,0.00010767427147158517,5.941870225917132e-05
hw_pdf4lhc_unc_40,0.0005437889556361013,4.83631775441332e-05,6.902725125937172e-05,0.0002568806200450885,0.0003168218272462692,0.00027687691924253323,0.00017470609315323074,0.00010747556259565155,5.920221946383914e-05
hw_qcd_0,0.000767194432052644,5.3165729069346775e-05,7.334983922916128e-05,0.00027164872371733355,0.0005972852336851864,0.0003043468839986725,0.00019203168239768066,0.00012366628551671176,7.100197473908752e-05
hw_qcd_1,0.00061509541384793,5.110661960743624e-05,7.050265007418887e-05,0.00026719317489074277,0.00040244489448677036,0.00029246161810082084,0.0001843666748982811,0.00011703775292039626,6.467663883548763e-05
hw_qcd_2,0.0005606519067795658,4.989568821987418e-05,6.931391151078672e-05,0.00026586566684700015,0.0003263771324071692,0.0002851926329623635,0.0001795157537531909,0.00011216298374282501,6.0734656611369895e-05
hw_qcd_3,0.0005786979697336961,4.920488701679679e-05,7.030827409921615e-05,0.0002576522639730264,0.0003662286268377151,0.00028194680123753085,0.00017750762044406037,0.0001102775543150225,6.208684712078865e-05
hw_qcd_4,0.0005630456136507162,4.799551493940736e-05,6.907205822650183e-05,0.0002578981743568835,0.0003514692802301921,0.0002744754164359122,0.00017339351415174265,0.00010577665112509924,5.7558285124086024e-05
hw_qcd_5,0.0005470682179094357,4.869617337940665e-05,7.089891188564687e-05,0.00025760973620666655,0.00031826585987253583,0.00027778776375539545,0.00017694241136017132,0.0001101474470821745,6.018811810042576e-05
hw_qcd_6,0.0005654301935791899,4.825697104750646e-05,7.03698049748397e-05,0.0002578716977402084,0.0003521256292084689,0.00027530017341893044,0.00017569958550860324,0.00010878041331844316,5.8708429625790016e-05
hw_qcd_7,0.00060581531580534,4.811282665317093e-05,7.032147817151636e-05,0.00025939917898531144,0.00041395020796883807,0.0002744369293223733,0.00017537358175645693,0.00010814102671240465,5.782327157335427e-05
