,ALL,UNKNOWN,QQ2HQQ_FWDH,QQ2HQQ_0J,QQ2HQQ_1J,QQ2HQQ_GE2J_MJJ_0_60_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_60_120_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_120_350_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_0_60_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_60_120_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_120_350_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_350_700_PTH_0_200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_350_700_PTH_0_200_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_700_1000_PTH_0_200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_700_1000_PTH_0_200_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_1000_1500_PTH_0_200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_1000_1500_PTH_0_200_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_GT1500_PTH_0_200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_GT1500_PTH_0_200_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_350_700_PTH_GT200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_350_700_PTH_GT200_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_700_1000_PTH_GT200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_700_1000_PTH_GT200_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_1000_1500_PTH_GT200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_1000_1500_PTH_GT200_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_GT1500_PTH_GT200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_GT1500_PTH_GT200_PTHJJ_GT25
hw_nominal,6984000.0,60.0,493763.0,515681.0,2387867.0,35426.0,69862.0,523474.0,56543.0,89683.0,254217.0,715841.0,217723.0,379541.0,99849.0,353281.0,81473.0,373395.0,62230.0,38141.0,29802.0,34258.0,20387.0,42849.0,22084.0,63337.0,23233.0
hw_alphaS_up,6983846.0,60.0,493698.0,515677.0,2387834.0,35426.0,69862.0,523473.0,56543.0,89681.0,254214.0,715836.0,217722.0,379540.0,99848.0,353275.0,81470.0,373381.0,62226.0,38140.0,29802.0,34257.0,20386.0,42848.0,22084.0,63333.0,23230.0
hw_alphaS_dn,6983846.0,60.0,493698.0,515677.0,2387834.0,35426.0,69862.0,523473.0,56543.0,89681.0,254214.0,715836.0,217722.0,379540.0,99848.0,353275.0,81470.0,373381.0,62226.0,38140.0,29802.0,34257.0,20386.0,42848.0,22084.0,63333.0,23230.0
hw_pdf4lhc_unc_0,6983846.0,60.0,493698.0,515677.0,2387834.0,35426.0,69862.0,523473.0,56543.0,89681.0,254214.0,715836.0,217722.0,379540.0,99848.0,353275.0,81470.0,373381.0,62226.0,38140.0,29802.0,34257.0,20386.0,42848.0,22084.0,63333.0,23230.0
hw_pdf4lhc_unc_1,6983846.0,60.0,493698.0,515677.0,2387834.0,35426.0,69862.0,523473.0,56543.0,89681.0,254214.0,715836.0,217722.0,379540.0,99848.0,353275.0,81470.0,373381.0,62226.0,38140.0,29802.0,34257.0,20386.0,42848.0,22084.0,63333.0,23230.0
hw_pdf4lhc_unc_2,6983846.0,60.0,493698.0,515677.0,2387834.0,35426.0,69862.0,523473.0,56543.0,89681.0,254214.0,715836.0,217722.0,379540.0,99848.0,353275.0,81470.0,373381.0,62226.0,38140.0,29802.0,34257.0,20386.0,42848.0,22084.0,63333.0,23230.0
hw_pdf4lhc_unc_3,6983846.0,60.0,493698.0,515677.0,2387834.0,35426.0,69862.0,523473.0,56543.0,89681.0,254214.0,715836.0,217722.0,379540.0,99848.0,353275.0,81470.0,373381.0,62226.0,38140.0,29802.0,34257.0,20386.0,42848.0,22084.0,63333.0,23230.0
hw_pdf4lhc_unc_4,6983846.0,60.0,493698.0,515677.0,2387834.0,35426.0,69862.0,523473.0,56543.0,89681.0,254214.0,715836.0,217722.0,379540.0,99848.0,353275.0,81470.0,373381.0,62226.0,38140.0,29802.0,34257.0,20386.0,42848.0,22084.0,63333.0,23230.0
hw_pdf4lhc_unc_5,6983846.0,60.0,493698.0,515677.0,2387834.0,35426.0,69862.0,523473.0,56543.0,89681.0,254214.0,715836.0,217722.0,379540.0,99848.0,353275.0,81470.0,373381.0,62226.0,38140.0,29802.0,34257.0,20386.0,42848.0,22084.0,63333.0,23230.0
hw_pdf4lhc_unc_6,6983846.0,60.0,493698.0,515677.0,2387834.0,35426.0,69862.0,523473.0,56543.0,89681.0,254214.0,715836.0,217722.0,379540.0,99848.0,353275.0,81470.0,373381.0,62226.0,38140.0,29802.0,34257.0,20386.0,42848.0,22084.0,63333.0,23230.0
