,ALL,UNKNOWN,TTH_FWDH,TTH_PTH_0_60,TTH_PTH_60_120,TTH_PTH_120_200,TTH_PTH_200_300,TTH_PTH_300_450,TTH_PTH_GT450
hw_nominal,1.0,0.00794991928275739,0.01638734440557741,0.22763920793596604,0.34586609343985836,0.24787170104369138,0.10426048652225056,0.03882433606279418,0.011200911307104662
hw_alphaS_up,1.0,0.007939905231505232,0.016747558820472387,0.22785430085061467,0.34591664960078927,0.24759500859509131,0.10405396908470473,0.03872127724461355,0.01117133057220881
hw_alphaS_dn,1.0,0.007929613310396745,0.01620098353858283,0.22825584529186121,0.3463633713240887,0.24765735449767942,0.10391866937533129,0.03858506482202378,0.011089097840036052
hw_pdf4lhc_unc_0,1.0,0.00794991928275739,0.01638734440557741,0.22763920793596604,0.34586609343985836,0.24787170104369138,0.10426048652225056,0.03882433606279418,0.011200911307104662
hw_pdf4lhc_unc_1,1.0,0.007948618549978718,0.01666453898482099,0.22765362137494036,0.3458329205012902,0.2477308178683266,0.10418416169452195,0.038789740842253825,0.011195580183867357
hw_pdf4lhc_unc_2,1.0,0.00793627583102155,0.016313243958220206,0.2280005145568869,0.3461685567079799,0.2477433364470443,0.10405300925390944,0.03866408844650374,0.011120974798433955
hw_pdf4lhc_unc_3,1.0,0.007942640549230459,0.0163083278171469,0.22781509314821985,0.346019499700662,0.24780884945739684,0.10420503438315559,0.03874160818844043,0.01115894675574804
hw_pdf4lhc_unc_4,1.0,0.007956625741144642,0.01645586786763362,0.2276427366100635,0.3458378610709358,0.2477900794737153,0.10425981522121634,0.03884319292654341,0.011213821088747324
hw_pdf4lhc_unc_5,1.0,0.007931768966109502,0.015877745827695754,0.22808128531040273,0.3463575958155047,0.24791755375827407,0.10410436428114271,0.03864972831849544,0.011079957722375133
hw_pdf4lhc_unc_6,1.0,0.007950672263615692,0.016616506049455262,0.22757065444656435,0.34575229109704886,0.2477630523500112,0.10426982275199029,0.03885054605017305,0.011226454991141334
hw_pdf4lhc_unc_7,1.0,0.007932460395465425,0.016129493919797903,0.2279699334983656,0.34621292039255713,0.2478614211571177,0.10411475945438865,0.03867611788281345,0.011102893299494218
hw_pdf4lhc_unc_8,1.0,0.007970863217542843,0.01660066123062769,0.22702226439632406,0.3453058567129643,0.24795886642294862,0.10465357327927952,0.039134599410675035,0.011353315329637868
hw_pdf4lhc_unc_9,1.0,0.007947849086171133,0.01675329921969074,0.22753070110670134,0.34569761408163885,0.2477325388697216,0.1042626163848034,0.03884756515984125,0.01122781609143172
hw_pdf4lhc_unc_10,1.0,0.00795755246135221,0.01657218037550915,0.2273246014903623,0.34554521954077827,0.2478529184764956,0.104450635000879,0.03899727599498305,0.011299616659640353
hw_pdf4lhc_unc_11,1.0,0.007949380761507557,0.016479395693179716,0.22759209854714058,0.3458001814846328,0.24781459156511945,0.10428949123951396,0.03885469957325656,0.01122016113564939
hw_pdf4lhc_unc_12,1.0,0.007956013341058487,0.016727544186943177,0.22741947251725192,0.3455935174353536,0.24776012010378504,0.10434768907716202,0.03891866591689838,0.011276977421547398
hw_pdf4lhc_unc_13,1.0,0.007943401680526303,0.01629154467217354,0.22775135603610147,0.3459842964779655,0.24784907434889678,0.10422578995215609,0.038781883178868055,0.011172653653312206
hw_pdf4lhc_unc_14,1.0,0.007936200795706292,0.016326851936411688,0.22779757976044346,0.346015556771411,0.24783798856594547,0.1041859815028779,0.0387475378333544,0.011152302833849867
hw_pdf4lhc_unc_15,1.0,0.00794033030677893,0.01647430802354281,0.22775126710580076,0.34594450810906746,0.2477807475669367,0.10418042008795395,0.03875888017979885,0.011169538620120528
hw_pdf4lhc_unc_16,1.0,0.007953763322428666,0.01637882263026934,0.2275436072172488,0.34577408393449804,0.24786000113300619,0.10435139416121522,0.038900310808120765,0.011238016793212933
hw_pdf4lhc_unc_17,1.0,0.007941111898021777,0.016455261800098004,0.2277072076420964,0.3459196705080389,0.2478106942718392,0.10421265871314762,0.038777545449032225,0.011175849717725797
hw_pdf4lhc_unc_18,1.0,0.007937592203612353,0.016360233783160504,0.2278122517106425,0.34603118347592143,0.2478165377821545,0.10416417266494886,0.03873016845069181,0.011147859928868064
hw_pdf4lhc_unc_19,1.0,0.007950830413396646,0.01644837038152379,0.22762271346127327,0.3458281567664844,0.24781540938507968,0.10428062856162044,0.038846219147333785,0.011207671883288115
hw_pdf4lhc_unc_20,1.0,0.007948513672254404,0.016461266605388394,0.22763218410497418,0.3458387815184858,0.2478115944076427,0.1042658132774414,0.038834568414050155,0.01120727799976296
hw_pdf4lhc_unc_21,1.0,0.007949653410442481,0.016376700929854486,0.22773921905855452,0.34593195813132377,0.24778726126794218,0.10421529431883056,0.038803211401835,0.011196701481216967
hw_pdf4lhc_unc_22,1.0,0.007960103363665118,0.01656934812958029,0.22739557572433608,0.34560065231925147,0.24782129926540183,0.10440636800505265,0.03896340570813217,0.011283247484580376
hw_pdf4lhc_unc_23,1.0,0.007947014188581965,0.016466377909293846,0.22765604406095158,0.34586534844933403,0.24780437784938822,0.1042502746248541,0.038816371492060915,0.011194191425535314
hw_pdf4lhc_unc_24,1.0,0.007953051710226798,0.016413158246908227,0.22760812459705032,0.3458206497623167,0.24782997853762498,0.10429248647798767,0.03885936397485551,0.011223186693029793
hw_pdf4lhc_unc_25,1.0,0.007954454660302628,0.016438808060759962,0.22759928140176733,0.34580436244966667,0.24780868906309808,0.1042966086631864,0.038867664693854956,0.011230131007364
hw_pdf4lhc_unc_26,1.0,0.00794930107278054,0.01655446186025198,0.2276227503696218,0.34581911342435434,0.2477790079174451,0.10424944625042483,0.03881823954081703,0.011207679564304478
hw_pdf4lhc_unc_27,1.0,0.007948968487991386,0.016345482983235692,0.22769935291418605,0.34591979806775014,0.2478280092425604,0.10424753811738983,0.03881434695053906,0.01119650323634743
hw_pdf4lhc_unc_28,1.0,0.00794239949509904,0.01639772921892022,0.22773814330399056,0.34595028664492056,0.24781157265339235,0.10420710633669877,0.03877866117271414,0.011174101174264267
hw_pdf4lhc_unc_29,1.0,0.007946082829640192,0.01651144091116702,0.22765054326674558,0.34585194176180123,0.2477886504101869,0.10423579013607114,0.038813942314723196,0.011201608369664745
hw_pdf4lhc_unc_30,1.0,0.007936476216168784,0.016327238469257065,0.22794710019085296,0.34613624962178197,0.24777248180789113,0.10408184887325579,0.038675341106524236,0.01112326371426804
hw_pdf4lhc_unc_31,1.0,0.007940398065863588,0.01607368042767543,0.2278769947125387,0.34613073302121117,0.24788618134067597,0.10419552830908307,0.03875128921228652,0.011145194910665502
hw_pdf4lhc_unc_32,1.0,0.007948057459606266,0.016402643645502996,0.22765423225908218,0.3458739936443956,0.24782639660480127,0.10426429577149263,0.03882737094615259,0.01120300966896648
hw_pdf4lhc_unc_33,1.0,0.00794655213656061,0.016341717534142628,0.2276898022830225,0.345911902850152,0.24783928393968543,0.10425936033871186,0.03881776725734698,0.01119361366037796
hw_pdf4lhc_unc_34,1.0,0.00795899101550098,0.016804420049405293,0.227371348473307,0.3455316680687958,0.24773786018204075,0.10437176248517148,0.03893614458646361,0.011287805139315044
hw_pdf4lhc_unc_35,1.0,0.00794854423680579,0.016399849320619622,0.22764862447097683,0.3458630466434254,0.2478272601552889,0.10427196126948278,0.03883595140639366,0.011204762497007026
hw_pdf4lhc_unc_36,1.0,0.007947533066066603,0.016029346327653297,0.22782799294582876,0.34609131676191224,0.24790710589093287,0.10424606419867184,0.03878831931141562,0.011162321497518743
hw_pdf4lhc_unc_37,1.0,0.007947836637944164,0.016370887666350517,0.22763222292590343,0.34585783455208235,0.24784673646054792,0.10429302208916723,0.03884436169448164,0.011207097973522739
hw_pdf4lhc_unc_38,1.0,0.007946130409805288,0.016355138893420693,0.22766973221648515,0.3458951077069433,0.24784415344078722,0.10426885787202272,0.03882424650691424,0.011196632953621409
hw_pdf4lhc_unc_39,1.0,0.007953464777545351,0.0164881966826428,0.22753634191605238,0.34575025316366115,0.24782588813356124,0.10432517314851948,0.03888588271801071,0.011234799460006896
hw_pdf4lhc_unc_40,1.0,0.007947165454733167,0.016323708928845597,0.22770300911841163,0.3459251173170556,0.24783595465848918,0.1042538164910374,0.03881690127207718,0.011194326759350323
hw_qcd_0,1.0,0.008022277892532568,0.015734264280191645,0.22759875042651262,0.34534057496242876,0.2481646909365662,0.10472769405413006,0.03912791265147427,0.011283834796163794
hw_qcd_1,1.0,0.007989904520964838,0.01590427831392113,0.2279282333538784,0.3458639858403189,0.24791216334971927,0.10433345157472025,0.03886880624793616,0.011199176798541046
hw_qcd_2,1.0,0.007956036919379171,0.016031707982276558,0.22849006812099235,0.3465303280266497,0.24760922206551156,0.10381358636251517,0.038512752055509795,0.01105629846716568
hw_qcd_3,1.0,0.007991651040560111,0.016370274554867566,0.2269737417354642,0.34510490159657736,0.2481124062307475,0.10483585491924177,0.03923896244910677,0.011372207473434674
hw_qcd_4,1.0,0.007907159605848549,0.016395165770171725,0.22842750641158477,0.34668138532750536,0.24752793028478298,0.10365851497632686,0.03839131578563546,0.011011021838144279
hw_qcd_5,1.0,0.00797999908489693,0.01675915990943473,0.22630977071732125,0.3447547143215622,0.24818570561097394,0.10508640798476081,0.039435308393906146,0.011488933977143964
hw_qcd_6,1.0,0.007927806134131566,0.016687087293726803,0.22725248903608586,0.3457141765425299,0.2478710285407826,0.10438099702810227,0.03891147021432213,0.011254945210318846
hw_qcd_7,1.0,0.007881047392984742,0.01662415678566435,0.22816085165962174,0.346617983651077,0.247569978570993,0.10370776822625777,0.038411504229827934,0.011026709483573484
