,ALL,UNKNOWN,QQ2HLNU_FWDH,QQ2HLNU_PTV_0_75_0J,QQ2HLNU_PTV_75_150_0J,QQ2HLNU_PTV_150_250_0J,QQ2HLNU_PTV_250_400_0J,QQ2HLNU_PTV_GT400_0J,QQ2HLNU_PTV_0_75_1J,QQ2HLNU_PTV_75_150_1J,QQ2HLNU_PTV_150_250_1J,QQ2HLNU_PTV_250_400_1J,QQ2HLNU_PTV_GT400_1J,QQ2HLNU_PTV_0_75_GE2J,QQ2HLNU_PTV_75_150_GE2J,QQ2HLNU_PTV_150_250_GE2J,QQ2HLNU_PTV_250_400_GE2J,QQ2HLNU_PTV_GT400_GE2J,QQ2HQQ_FWDH,QQ2HQQ_0J,QQ2HQQ_1J,QQ2HQQ_GE2J_MJJ_0_60_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_60_120_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_120_350_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_0_60_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_60_120_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_120_350_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_350_700_PTH_0_200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_350_700_PTH_0_200_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_700_1000_PTH_0_200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_700_1000_PTH_0_200_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_1000_1500_PTH_0_200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_1000_1500_PTH_0_200_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_GT1500_PTH_0_200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_GT1500_PTH_0_200_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_350_700_PTH_GT200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_350_700_PTH_GT200_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_700_1000_PTH_GT200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_700_1000_PTH_GT200_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_1000_1500_PTH_GT200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_1000_1500_PTH_GT200_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_GT1500_PTH_GT200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_GT1500_PTH_GT200_PTHJJ_GT25
hw_nominal,1.0,1.1359640501356926e-05,0.043622922135383595,0.10211615599735077,0.05892431258035737,0.016280489356170654,0.0038406832479886653,0.0008424845418582502,0.031184788959020708,0.02353423998277834,0.008283016600201159,0.0022163490369234043,0.0005445785764200672,0.014049915999935639,0.012422985204554255,0.0053268716869852685,0.0017131939520310007,0.00048369347323269033,0.0886193404200848,0.0372796385693371,0.20620607485566786,0.00981454523189534,0.1178622075902156,0.023154389563365605,0.012779001562583742,0.08106402590976913,0.07076609267295951,0.0028273567958165403,0.01405979662137057,0.0003500925890135176,0.0022521841254100877,0.00012499250635739326,0.0009624345339909325,3.501388645263445e-05,0.0003541862335970696,0.0006403069005958258,0.003746459371212967,0.00012984168816214837,0.0008737557981392401,6.386421977226625e-05,0.0004353024304253997,2.1287593661285287e-05,0.00017976735845025125
hw_alphaS_up,1.0,1.1395446755001994e-05,0.043503188349982826,0.10194473175406771,0.058783090468224955,0.016222547849235797,0.003820341705316232,0.0008359046623386497,0.0313583108780273,0.02366069650559662,0.008322561812411769,0.00222444879785833,0.0005456559310975705,0.014120717440503416,0.012480542095756698,0.005346074251090742,0.001717751712989705,0.0004843941896588502,0.08841513524918648,0.037214627362831605,0.2058679867426667,0.009802042981738406,0.11748542761756471,0.023276015415278767,0.01281574581669804,0.08145268931317654,0.07113250975850108,0.0028434544627207246,0.014118781593859014,0.00035136760890611823,0.0022597644783539914,0.00012553930093697367,0.0009650265593151906,3.51600535453666e-05,0.0003546335051217799,0.0006419350228340486,0.003754409657366008,0.00013016590590731508,0.0008743161180821142,6.392315613359503e-05,0.0004361025694930085,2.128008578831511e-05,0.000179605813081927
hw_alphaS_dn,1.0,1.1268862814748863e-05,0.043738460544292736,0.10224106225108785,0.05908696398791584,0.016365153285268382,0.003874979709646944,0.0008546048372337052,0.031002398414535535,0.023411693483005383,0.008249558766842264,0.002211886303829775,0.0005459809652662302,0.013966942299372485,0.012353179851499998,0.005299876523349876,0.0017055659074677527,0.0004823530615016735,0.08883407594076854,0.03732587129389566,0.20653283854025148,0.009829278502854697,0.11829116191701972,0.023033617665420673,0.012745461971951214,0.08071334327428953,0.07038566346455521,0.0028112037043274848,0.013979775878635645,0.00034853304683531833,0.002239110697112759,0.00012443659478999594,0.0009568123010036527,3.4861724428003964e-05,0.000352455108583957,0.0006390872262589379,0.003727104742650988,0.00012948892329874963,0.0008682995242143887,6.36401999353839e-05,0.00043196198923441164,2.12690230552007e-05,0.00017871768969722422
hw_pdf4lhc_unc_0,1.0,1.1359640501356926e-05,0.043622922135383595,0.10211615599735077,0.05892431258035737,0.016280489356170654,0.0038406832479886653,0.0008424845418582502,0.031184788959020708,0.02353423998277834,0.008283016600201159,0.0022163490369234043,0.0005445785764200672,0.014049915999935639,0.012422985204554255,0.0053268716869852685,0.0017131939520310007,0.00048369347323269033,0.0886193404200848,0.0372796385693371,0.20620607485566786,0.00981454523189534,0.1178622075902156,0.023154389563365605,0.012779001562583742,0.08106402590976913,0.07076609267295951,0.0028273567958165403,0.01405979662137057,0.0003500925890135176,0.0022521841254100877,0.00012499250635739326,0.0009624345339909325,3.501388645263445e-05,0.0003541862335970696,0.0006403069005958258,0.003746459371212967,0.00012984168816214837,0.0008737557981392401,6.386421977226625e-05,0.0004353024304253997,2.1287593661285287e-05,0.00017976735845025125
hw_pdf4lhc_unc_1,1.0,1.1383095779063867e-05,0.04372438184517822,0.10213947481881527,0.05891702003434176,0.016266959058012957,0.003831515430414227,0.0008414552083097484,0.031176666759236332,0.023512998807581478,0.008269129136758617,0.002212025228806951,0.0005422451098875997,0.014041469241146682,0.01241468084971245,0.005318317959398989,0.0017092387963624095,0.0004838943936768984,0.08878607774313357,0.037293431991138624,0.2062187458378929,0.009813874260655107,0.11783762042583314,0.023136849977246892,0.012774740695170494,0.0810140343661418,0.07070136647778512,0.0028232561404594823,0.014038958590312445,0.0003494436600698311,0.002247868163322565,0.00012432140092482894,0.0009601492761346122,3.5053469666583184e-05,0.0003535487713980648,0.0006374748382188408,0.003739530270029042,0.00012941532504929945,0.000871129692164939,6.386246955315549e-05,0.0004365945770897506,2.1063360827519662e-05,0.0001787324463617521
hw_pdf4lhc_unc_2,1.0,1.145360712886791e-05,0.043631188362420865,0.1019217423545486,0.058761845294032444,0.01623757943158443,0.003832234710840279,0.0008432676173561804,0.03131343849895053,0.02359911908194549,0.008297844632800446,0.0022185996718219144,0.0005455508885866262,0.014136009863466477,0.012487050230281764,0.005350110637960233,0.0017174118033080913,0.0004851560135726013,0.08868036515171485,0.0372141358124517,0.20580714050561713,0.00980120758744964,0.11759689997033082,0.023235003749361507,0.01279515933644203,0.08122878796277938,0.07107604743794205,0.0028389745204747447,0.014124633352994671,0.00035138175916958907,0.0022621107412588944,0.00012548334382919677,0.0009678572002093561,3.524923789434747e-05,0.00035619836567531073,0.0006416342797802459,0.0037606073584690266,0.0001302881787215968,0.0008772298350130298,6.428795875928559e-05,0.0004381973872372595,2.127971851072933e-05,0.00018023654730779838
hw_pdf4lhc_unc_3,1.0,1.1340532113962783e-05,0.04374639154908572,0.10208874350737251,0.05889481666385318,0.0162692350184997,0.0038374599249430103,0.0008416463873586772,0.031170602052567054,0.023517782727454157,0.00827692494343161,0.0022173607090132394,0.0005440947209722978,0.014042715322290681,0.01241599531121385,0.005321798105998364,0.0017106176592744445,0.00048338752690829824,0.08886676969356183,0.03727376233052419,0.20614805541269718,0.009809552126287811,0.11781337114800385,0.023141969696173548,0.012773422051312351,0.08103196552249352,0.07072371680025592,0.0028231276945609924,0.014049419848381876,0.00035013495770590914,0.0022505302674416484,0.00012462552626700765,0.0009603909188469706,3.4991224904465004e-05,0.0003539941450850611,0.000638701756991522,0.003741153937419688,0.00012943248253411655,0.0008716464167956424,6.380329255676482e-05,0.00043474278459594454,2.111680761096393e-05,0.0001786904946405034
hw_pdf4lhc_unc_4,1.0,1.1395267232839156e-05,0.04377214224966441,0.10210690349179212,0.05884171375512795,0.016213782115316648,0.003809276639130105,0.000828816611386397,0.031219989230798023,0.023540090982098857,0.008270193752394895,0.0022045449913690395,0.0005383642354191992,0.014084185266424973,0.012446643198265696,0.005331951424959617,0.0017114945844188332,0.00048157624876705025,0.08891925184564785,0.0372775613038482,0.20605546588124965,0.009805702521013307,0.11765900698554348,0.023166877997843623,0.012771882268027406,0.08099948708245587,0.07084114262430107,0.0028308432506830078,0.014087595529783163,0.00035005594092236806,0.0022585418641074754,0.00012514940955390353,0.0009658518645985705,3.51810693607709e-05,0.0003555568728880356,0.0006364930322445096,0.003741888539012218,0.0001290926162293538,0.0008733500608767338,6.365474823718847e-05,0.00043540913020746416,2.131861505790814e-05,0.0001805749017402188
hw_pdf4lhc_unc_5,1.0,1.1321461917388281e-05,0.043531004588594754,0.10219630202468126,0.05897056153540199,0.016294060757511372,0.00384124221958559,0.0008415176039437934,0.03118244265296118,0.02352603789385291,0.008276642198744874,0.0022133750953506953,0.0005429700846783026,0.01403900450372748,0.012409551851930208,0.005319099457178387,0.0017075840494850216,0.00048152882051854027,0.08842657395690987,0.03731267811576964,0.20637652719866081,0.009821917839666865,0.11796439098052539,0.023145677643621066,0.01278210510277293,0.08106831193183059,0.07071591976573718,0.0028235667334837486,0.014037105621800173,0.00034936850522667025,0.0022461017327244236,0.00012436314983299486,0.0009593940873023508,3.490140176632396e-05,0.00035258439949256893,0.0006386428333743532,0.0037383737904560315,0.00012917386068324617,0.0008702228051379337,6.370180742291919e-05,0.0004344296583166542,2.1123543687700208e-05,0.00017859673373383874
hw_pdf4lhc_unc_6,1.0,1.1429555882875636e-05,0.04369148178529352,0.10212367194878613,0.058908202783607005,0.016268977356967654,0.0038333632428699136,0.0008410554215222317,0.031174460043295826,0.023515337550780918,0.008273750969443433,0.002213126224286795,0.0005432837015108124,0.01404072101702389,0.012418219370235666,0.005320884517674867,0.0017108763240188869,0.00048327437693917243,0.08881243947940229,0.03729001227175491,0.20620175797562287,0.00981192743430575,0.11783366506941895,0.023139723986316776,0.012773871253886225,0.08101436811910763,0.07071380308041243,0.0028268971244244973,0.01404557610424265,0.000349436673450195,0.002248465251133891,0.0001245894534212729,0.0009610006097644151,3.5014953576989697e-05,0.0003535187214527533,0.0006385882975294831,0.003746279432408382,0.00012994482155781985,0.0008736925124033551,6.406681827508706e-05,0.0004384979474812666,2.1118120488488385e-05,0.000179628298022085
