,ALL,UNKNOWN,QQ2HQQ_FWDH,QQ2HQQ_0J,QQ2HQQ_1J,QQ2HQQ_GE2J_MJJ_0_60_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_60_120_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_120_350_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_0_60_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_60_120_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_120_350_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_350_700_PTH_0_200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_350_700_PTH_0_200_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_700_1000_PTH_0_200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_700_1000_PTH_0_200_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_1000_1500_PTH_0_200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_1000_1500_PTH_0_200_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_GT1500_PTH_0_200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_GT1500_PTH_0_200_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_350_700_PTH_GT200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_350_700_PTH_GT200_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_700_1000_PTH_GT200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_700_1000_PTH_GT200_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_1000_1500_PTH_GT200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_1000_1500_PTH_GT200_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_GT1500_PTH_GT200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_GT1500_PTH_GT200_PTHJJ_GT25,QQ2HLNU_FWDH,QQ2HLNU_PTV_0_75_0J,QQ2HLNU_PTV_75_150_0J,QQ2HLNU_PTV_150_250_0J,QQ2HLNU_PTV_250_400_0J,QQ2HLNU_PTV_GT400_0J,QQ2HLNU_PTV_0_75_1J,QQ2HLNU_PTV_75_150_1J,QQ2HLNU_PTV_150_250_1J,QQ2HLNU_PTV_250_400_1J,QQ2HLNU_PTV_GT400_1J,QQ2HLNU_PTV_0_75_GE2J,QQ2HLNU_PTV_75_150_GE2J,QQ2HLNU_PTV_150_250_GE2J,QQ2HLNU_PTV_250_400_GE2J,QQ2HLNU_PTV_GT400_GE2J
hw_pdf4lhc_unc_24,1.0,0.002498021046658154,0.08172271200893834,0.04037404993529198,0.21271702808283333,0.010485310027395849,0.11418015886110845,0.023002441693337525,0.013728311427778958,0.08040468770790109,0.07008364061475457,0.002846876992940329,0.013742429448822254,0.00033994208756709375,0.0021335374419150367,0.00013095491532863962,0.0008947872202982403,3.34630159569866e-05,0.00029969823311034905,0.0006601326600166826,0.003681410539926107,0.00012940558466224272,0.0008544060036155146,5.957295200345655e-05,0.00039033716570805555,1.8182829694422446e-05,0.00014604323489071422,0.03937676175729978,0.10416826092167038,0.06009909041925134,0.01668780731923062,0.00389728380099281,0.0008038252814259177,0.03144416808852696,0.02375125807518625,0.008327860714328648,0.002302004974231921,0.0005150851452496839,0.013693131401676063,0.01205759977502767,0.005210035608463942,0.0016660316545400243,0.000442253330443691
hw_pdf4lhc_unc_25,1.0,0.0024988850531931996,0.08177791628418339,0.040328339226614884,0.21253404288900385,0.010477644958063994,0.11408907088447187,0.02303239207828587,0.013731300906196195,0.0804547565928882,0.07020234864972512,0.0028538095439447297,0.013777958265036956,0.000340943382349385,0.002139684065260415,0.00013122993521778504,0.0008970487534894319,3.355331606100653e-05,0.0003003132659757393,0.0006620506483088004,0.003693569495799723,0.0001299524514546074,0.0008573394223495112,5.970632465986043e-05,0.0003915444733535845,1.823640607590204e-05,0.00014640029062700747,0.03940425020709557,0.10405387554811278,0.06004725223920819,0.01668020412059266,0.0038989430149532793,0.0008054252583677491,0.031474443378740925,0.0237772072428315,0.008339913846310698,0.0023069280588786318,0.0005166883636563488,0.013716483722331306,0.012080888288238863,0.005222400671738247,0.0016711347929146488,0.00044392368343766886
hw_pdf4lhc_unc_26,1.0,0.0024990396170855196,0.08176394968409163,0.04037649329835216,0.2126908500715247,0.010483336188733393,0.11412928626703749,0.023009410331869706,0.013727566754555973,0.0803954304259477,0.07011151327587391,0.0028480797484466344,0.013750145753792362,0.00033997320256316,0.0021349237408605326,0.00013093895636425836,0.0008954502085313993,3.34905147410491e-05,0.00029979054178773645,0.0006589516642222445,0.0036793679820178783,0.0001291889336176683,0.0008538782613793463,5.93776557340871e-05,0.00039021447476186416,1.815797110258529e-05,0.0001459199286041314,0.03939765090836015,0.10417095858961682,0.06008164838467769,0.01667005126640464,0.003888317130245028,0.0008000329791878447,0.03145824826784961,0.023756103166291852,0.008324851896618732,0.002298536504252345,0.0005131254553130937,0.013703470151243968,0.012064376802808386,0.005211319238931857,0.0016652797662618172,0.0004413040383370995
hw_pdf4lhc_unc_27,1.0,0.0024917315132400595,0.08151419536673653,0.04034273625798978,0.21259940102958597,0.010481404974344067,0.11411389023959895,0.023051446532224094,0.013736874431179654,0.0804980320384198,0.07026651252408697,0.002857347286192835,0.013794891069955672,0.0003411930214639744,0.0021411993458013523,0.000131275219804646,0.0008971881940040697,3.349346947287738e-05,0.00029976969551509644,0.0006622520392092614,0.0036961386669984043,0.00012993772436924089,0.0008576730577697042,5.967472313881924e-05,0.00039145569832236865,1.8215626624717583e-05,0.00014620775588344642,0.039277271901723386,0.1040903434527816,0.06006250611131522,0.01668264454724113,0.0038980271667602823,0.0008044705001728559,0.031499983517499205,0.023794858357891475,0.008345119524179214,0.0023073093797459955,0.0005162154409904819,0.013730218738625607,0.012093445940239504,0.005227436777318153,0.001672290126583394,0.0004437210150000972
hw_pdf4lhc_unc_28,1.0,0.002502330827503928,0.08182654165939061,0.040361970317222544,0.21263830035765036,0.010480226581478033,0.11411335143401105,0.023009755855224256,0.01372716557140453,0.0804086269069057,0.07011321557278927,0.002848644316143091,0.013750742643276673,0.00034010169105564016,0.0021352144576014765,0.00013101781608633976,0.0008954881961588157,3.347800952457474e-05,0.0002998469074596546,0.0006602905710134091,0.00368365799816757,0.0001295360471428659,0.000854647251272053,5.949895879465884e-05,0.00039038210174939845,1.818038065076491e-05,0.00014597333566115938,0.03942643944405187,0.10413424078908531,0.06006268969444183,0.016675011300937858,0.0038956541510606125,0.0008038943204534412,0.03145526694696656,0.023756164612021655,0.008328611243496256,0.00230259089326009,0.0005152129802951983,0.013701181656681997,0.012063091110489421,0.00521233245492676,0.0016669047012254417,0.00044252793526732795
hw_pdf4lhc_unc_29,1.0,0.0024936934592708192,0.08156317660355251,0.04038635902233634,0.2127782652638052,0.01048894024847375,0.11422279918293239,0.023008202385890165,0.013731269087607167,0.08042593934367881,0.07009513878194225,0.002847145408180359,0.013742612699071345,0.00033979284033688537,0.002132677149648177,0.00013093669660550728,0.0008941220793733185,3.351071239005404e-05,0.0002993920655976614,0.0006601814931867218,0.003680752385763909,0.0001294048255018582,0.0008542553260177051,5.944353681859057e-05,0.0003901713151435067,1.8207593282514052e-05,0.00014574624312739946,0.03930306771577701,0.10420267006686292,0.06011560580611731,0.01669240854328083,0.0038993896030982056,0.0008047403574324507,0.031453759808895,0.023757167933476035,0.008329187439351083,0.002302615036550071,0.000515336627936998,0.013694666251862136,0.012058506083915713,0.0052102882832707155,0.0016661744406561946,0.0004422802519824026
hw_qcd_0,1.0,0.0025922482541377453,0.08307311243630755,0.03986289642327382,0.20954116135345066,0.010264633313563145,0.11219193483695537,0.023581832328835657,0.013515663559946527,0.07932741914245016,0.07260196506971187,0.003161575805601498,0.01513547391647303,0.00040084290218346714,0.002423450704981854,0.00015705971421264646,0.0010368779953665718,4.055883759087144e-05,0.0003455248802352452,0.0006511645876567373,0.0038508598511384985,0.00013597814104940914,0.0009231800576658577,6.534449501580721e-05,0.0004264539325808421,2.130435552409038e-05,0.00016426253590496882,0.04007135094164795,0.10253219744924051,0.059097845801226664,0.01632885803557157,0.003771544945780318,0.0007777846288769782,0.032014061259427316,0.02394233712345891,0.008290800577600286,0.0022574812110260573,0.0004959737848914119,0.014605184450654708,0.012729119741265072,0.005437421124415818,0.0017104828376935729,0.0004447766554088914
hw_qcd_1,1.0,0.002619526947683118,0.08409259736245725,0.04028559058419592,0.21069208267206063,0.010291527290560506,0.10913492368826828,0.02364054750265754,0.01347135506133396,0.07916736116459477,0.07263816521452844,0.003120341110359977,0.014922235689245406,0.0003856620194176252,0.002349630598287265,0.00014809801813009995,0.0009951311502898815,3.713877376303093e-05,0.0003296265934844147,0.0006712887785739515,0.0038212297490876792,0.00013478561384888956,0.0009050015718449185,6.374105573159035e-05,0.00041528153630573315,2.0159848899322572e-05,0.00015744815268368248,0.04039413156759538,0.10358093402279288,0.05907840497494765,0.016177549351381642,0.0037228364110914306,0.000774144358308714,0.032025849893363476,0.023939161372820445,0.008290557267510766,0.002263312121505879,0.0005007517837181357,0.014544517455939017,0.012654325790661303,0.005398382777511543,0.0017005216264002628,0.0004441414761576054
hw_qcd_2,1.0,0.0026650584673357383,0.08568232323435175,0.03951358659873901,0.2086909228918374,0.010274661224226362,0.10565097408516298,0.024140332827694636,0.013603453460751974,0.08056411465945343,0.07409678909327351,0.003138436028740346,0.01500443517213445,0.00037938224393134495,0.0023294306643132346,0.00014384591908587886,0.0009788008349491401,3.5547467058028155e-05,0.00032293186868945104,0.0006989202877701833,0.0038658010730686916,0.00013611503077620252,0.000904439337807238,6.33394229672647e-05,0.0004125689088002207,1.9518477865069907e-05,0.00015456526492748848,0.04107806430194134,0.10228500161781283,0.05869856492977932,0.01627870464795422,0.0037990458800756847,0.000800668959487727,0.03260934487314459,0.024420263755677362,0.00847894498512533,0.0023224285835963068,0.0005162936745713678,0.014752684798058777,0.012836901164825313,0.005474584699239327,0.0017264142552514006,0.0004517943277481378
hw_qcd_3,1.0,0.0024846756704046593,0.0817263490993271,0.03880448918453242,0.20782299839518933,0.010379737929225691,0.11335535364246008,0.02376983811504585,0.013949918956387725,0.08264162017157378,0.07283729743560882,0.0030071984066848017,0.014544336087622609,0.00036629831990309786,0.00228833915704192,0.0001430368600306705,0.0009674456920880282,3.7175466166688444e-05,0.00032520502290437036,0.0006849805366763303,0.003916237094838672,0.00013868085108023696,0.0009200198851278721,6.466281214164361e-05,0.0004225798278324508,2.0354469530121545e-05,0.0001599027721505021,0.039465300067072,0.10058876572201988,0.05925839730120985,0.01688835059473368,0.004045024483503492,0.0008563593464125061,0.032312064011026584,0.02456537211481396,0.008686959364657331,0.002420500830843261,0.0005461928996817199,0.014238852126214924,0.01261831198038743,0.005492186042170319,0.0017669682420004263,0.00047166301167714204
hw_qcd_4,1.0,0.0025061244321145913,0.08169863101898324,0.04120157410861545,0.21537624806513542,0.0105511949812596,0.11436511018450346,0.022622932270197297,0.0136279022447448,0.07936041954109371,0.06864861445929488,0.002747998301230466,0.013248947678899779,0.0003224289523607976,0.0020340781014073794,0.000123152522109247,0.0008474236790708129,3.124014460384298e-05,0.0002830438274697138,0.000646357723256191,0.0035369857877565244,0.00012366148800348369,0.0008110125670350325,5.596204829846605e-05,0.0003685760094314398,1.6685984733836408e-05,0.0001363713667250706,0.03932759009683362,0.1061586309578174,0.060541637954726724,0.016591345196522445,0.0038265091183465193,0.0007773611592070934,0.03103805555835464,0.023351353061609258,0.008143819237831461,0.002239130373425385,0.0004978207448033126,0.013393262428650913,0.01174283454335824,0.005047114211452454,0.0016066152647194484,0.0004242426040065448
hw_qcd_5,1.0,0.0024477660029211252,0.08139912776700069,0.03851431487328164,0.20787626183587207,0.010469922565265898,0.1145862583815787,0.023614217910520943,0.014063215115443999,0.08327655564939601,0.07222768619602325,0.002911933967493281,0.014154430441837465,0.000348606344081017,0.0022084386183325636,0.0001359479692583565,0.0009283734105314579,3.548764872387035e-05,0.0003133273428729504,0.0006963404996395731,0.003919736878542535,0.00013922470133918315,0.0009120709477408992,6.410377066798176e-05,0.000417751719537238,1.9867207900355756e-05,0.00015671024794457983,0.03932108257713188,0.10015282592449855,0.059661476783063314,0.017285047905902372,0.004218085379647341,0.0009094727259654974,0.03207884614962487,0.024587918872760073,0.008789542276047757,0.002477707892674843,0.0005668737201422283,0.013930158570897713,0.012449618541325756,0.005471158378656499,0.0017806645260121574,0.0004818417619015035
hw_qcd_6,1.0,0.0024538118399196614,0.08094528089821502,0.04046994243715341,0.21406160621723233,0.010603535068435734,0.11650134992054693,0.02259678204064447,0.013788081885771755,0.08039085836685186,0.06861967750377698,0.00271907461786766,0.013184918155110864,0.0003198104452719099,0.002032917247320807,0.00012340559674676354,0.000848368740372645,3.186197686351161e-05,0.0002853855954222292,0.0006547257435180092,0.0036134572692744045,0.00012717837812472428,0.0008299735551160641,5.76551409745202e-05,0.0003781403463115978,1.7359266261848572e-05,0.0001402899305758468,0.03904632778848857,0.10460799664199079,0.060794193348810914,0.017060940803354848,0.004031041639114947,0.0008380342715832148,0.030964882042172046,0.023521568422583274,0.008307927681832219,0.0023140431996981755,0.0005220146160664897,0.01325270939570297,0.01174349499312144,0.005109854053209035,0.0016479261928396465,0.0004415967257499355
hw_qcd_7,1.0,0.0024595722887367916,0.08064029216789191,0.041772562786317635,0.21810469792907036,0.010692678717621635,0.11759704617589549,0.0219492193398241,0.013612746671289616,0.07857953730282342,0.06629737751073712,0.0025868247020733384,0.01252496675771979,0.00029969626023395256,0.0019124120210863868,0.00011487936437627779,0.0007934739501359737,2.9554530758884707e-05,0.000266453714167739,0.0006262032326306028,0.003404971981016205,0.00011888275089573728,0.0007728620390681011,5.3116557103077785e-05,0.0003504676765862321,1.56078003647824e-05,0.00012888271284464982,0.03887175308772105,0.10760054388923042,0.0614776892340947,0.016894571230091304,0.003907075207590839,0.0007917839429447124,0.030269674457194428,0.022848186858649203,0.008000099315219705,0.002207812640479888,0.0004923289937499924,0.01280974256543053,0.011280207795163822,0.004870412647163029,0.001558997507229028,0.00041413368677758875
