,ALL,UNKNOWN,QQ2HLNU_FWDH,QQ2HLNU_PTV_0_75_0J,QQ2HLNU_PTV_75_150_0J,QQ2HLNU_PTV_150_250_0J,QQ2HLNU_PTV_250_400_0J,QQ2HLNU_PTV_GT400_0J,QQ2HLNU_PTV_0_75_1J,QQ2HLNU_PTV_75_150_1J,QQ2HLNU_PTV_150_250_1J,QQ2HLNU_PTV_250_400_1J,QQ2HLNU_PTV_GT400_1J,QQ2HLNU_PTV_0_75_GE2J,QQ2HLNU_PTV_75_150_GE2J,QQ2HLNU_PTV_150_250_GE2J,QQ2HLNU_PTV_250_400_GE2J,QQ2HLNU_PTV_GT400_GE2J,QQ2HQQ_FWDH,QQ2HQQ_0J,QQ2HQQ_1J,QQ2HQQ_GE2J_MJJ_0_60_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_60_120_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_120_350_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_0_60_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_60_120_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_120_350_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_350_700_PTH_0_200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_350_700_PTH_0_200_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_700_1000_PTH_0_200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_700_1000_PTH_0_200_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_1000_1500_PTH_0_200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_1000_1500_PTH_0_200_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_GT1500_PTH_0_200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_GT1500_PTH_0_200_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_350_700_PTH_GT200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_350_700_PTH_GT200_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_700_1000_PTH_GT200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_700_1000_PTH_GT200_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_1000_1500_PTH_GT200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_1000_1500_PTH_GT200_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_GT1500_PTH_GT200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_GT1500_PTH_GT200_PTHJJ_GT25
hw_pdf4lhc_unc_7,0.0010323104575822866,2.3107971551457243e-06,0.0007867869671300799,0.0002163838020147928,0.0001725917790021704,8.70242883339096e-05,4.313747054804494e-05,1.976935621566569e-05,0.00011698723261541801,0.00010175531266655906,6.072397876177515e-05,3.16263095562651e-05,1.6011976904229267e-05,7.896655113417933e-05,7.39626985712569e-05,4.889124946580024e-05,2.7730276887853686e-05,1.4787961863378542e-05,0.00022513053419547687,0.00013001684429782043,0.0003073616326880362,6.713788291751849e-05,0.00023249479322154284,0.00010147786966928876,7.650440148558304e-05,0.00018998469847951457,0.00017656267908404194,3.534543382923873e-05,7.906002156762288e-05,1.251521756594887e-05,3.1821872938950657e-05,7.467381508060363e-06,2.074879628230581e-05,3.945462368931346e-06,1.269793968116732e-05,1.7001422026457745e-05,4.10775326884223e-05,7.61332248224559e-06,1.9776842823035764e-05,5.440797187607198e-06,1.4266604302154502e-05,3.2004512792904693e-06,9.04352515704517e-06
hw_pdf4lhc_unc_8,0.0010316642554646979,2.3389604168637398e-06,0.0007858880431606242,0.00021693504454414913,0.00017282225541838143,8.70898398512503e-05,4.324575055102167e-05,1.9852404040566902e-05,0.00011675792021122065,0.00010175250343193569,6.0816662746346384e-05,3.1750339815461204e-05,1.61046661161724e-05,7.894525935486282e-05,7.401636187462836e-05,4.901623789816221e-05,2.7899126237916735e-05,1.4939946313205523e-05,0.00022437258509343626,0.00012994753739656463,0.0003074322098586776,6.712005410016046e-05,0.00023251233625929126,0.00010144307296595957,7.648129720683456e-05,0.000189938461645237,0.00017659646028510566,3.537689595246722e-05,7.922709245002065e-05,1.2574472296844526e-05,3.1942310950298496e-05,7.526543734346632e-06,2.084464560107036e-05,3.9695451586148735e-06,1.275637035566037e-05,1.7084884728969097e-05,4.1187379652065086e-05,7.68426561435861e-06,1.9952601126457335e-05,5.503512806010475e-06,1.4181745981145198e-05,3.229098878696843e-06,9.134413290731475e-06
hw_pdf4lhc_unc_9,0.0010320617488499889,2.333542372060555e-06,0.000786476612709118,0.00021611703738747595,0.00017222655173008722,8.68663422933883e-05,4.3076177105123724e-05,1.979478071582374e-05,0.00011677365991439886,0.00010171019577927392,6.074381372279656e-05,3.1686679738385615e-05,1.6046709460392275e-05,7.894651412338845e-05,7.40191397120311e-05,4.8936540802039103e-05,2.7781691212562143e-05,1.486010706159737e-05,0.00022717007761594677,0.00012975987365129027,0.000306857171668502,6.702680125826951e-05,0.00023207904314598643,0.00010144226306837586,7.64155377352586e-05,0.00018981114995623232,0.0001765626950646962,3.536097620210001e-05,7.915573360736906e-05,1.2525877574051267e-05,3.18889510112061e-05,7.480434822964609e-06,2.0844507433760665e-05,3.963392472957036e-06,1.2787651587198557e-05,1.6995592784016412e-05,4.1090598567782146e-05,7.634623748711744e-06,1.9942018910887047e-05,5.463019108054242e-06,1.4130204371223414e-05,3.2055116961841146e-06,9.168762867497049e-06
hw_pdf4lhc_unc_10,0.0010297238994567606,2.3184434314081583e-06,0.0007835171955964191,0.0002166354481227541,0.00017297157223324745,8.698796521211992e-05,4.313195018520689e-05,1.9774709339957734e-05,0.00011675560014639023,0.00010169468301176365,6.0703200156092714e-05,3.164158194764773e-05,1.6022390416720695e-05,7.889131190708439e-05,7.390169276587096e-05,4.8871955716926145e-05,2.776512341547765e-05,1.4838383134788936e-05,0.0002249905797676156,0.0001299739602164641,0.00030720255497865143,6.712173041437241e-05,0.00023242554240048317,0.00010139857961226771,7.645458174619806e-05,0.00018986037366522067,0.00017641119654043558,3.529001306199814e-05,7.902461661987842e-05,1.2532521641800947e-05,3.1845987173366534e-05,7.498504055777722e-06,2.078713034343807e-05,3.967794323694635e-06,1.2749036855732783e-05,1.7004064016349352e-05,4.0972354359812076e-05,7.628407119145716e-06,1.9812360290895442e-05,5.4454394842044755e-06,1.4076319129979957e-05,3.222088098837715e-06,9.106916141318463e-06
hw_pdf4lhc_unc_11,0.0010090370937813006,2.3250563166609825e-06,0.0007562810110499172,0.00021640393829879938,0.00017257915531346637,8.706877390599396e-05,4.325286147293778e-05,1.987209752080514e-05,0.00011709663787578124,0.00010199579119697786,6.0917929688691936e-05,3.1775359577266596e-05,1.6120940553691078e-05,7.920483987239171e-05,7.421794273490647e-05,4.909194393415257e-05,2.7892440600805894e-05,1.4910396339781867e-05,0.00022306809381887434,0.00012983985298781854,0.00030712696280730205,6.713078881202333e-05,0.00023240676590635307,0.00010173514582042739,7.655419281342016e-05,0.00019031494425169788,0.00017709270634351875,3.545419033112389e-05,7.93981543363137e-05,1.2587685295435687e-05,3.1985802848662374e-05,7.5282552617904924e-06,2.086593926491936e-05,3.971289008825217e-06,1.2792568064121701e-05,1.7092977774657086e-05,4.1201880494423365e-05,7.675509090094555e-06,1.9924089925685995e-05,5.4846958551154956e-06,1.4185826142607085e-05,3.2327322221068877e-06,9.129094567839706e-06
hw_pdf4lhc_unc_12,0.0010278042060310937,2.3184110559914344e-06,0.0007808037933722024,0.00021645745251422618,0.0001724431798134171,8.693906554541027e-05,4.319851394213651e-05,1.9868434072461193e-05,0.00011683287970916765,0.00010179336608002803,6.08176675675035e-05,3.175753066202176e-05,1.6116137392952487e-05,7.902721344992039e-05,7.40601452911482e-05,4.901283717220897e-05,2.789228697878673e-05,1.4926453759130057e-05,0.00022628069140576674,0.00012974301356470758,0.00030687144566782584,6.70378508770835e-05,0.00023214381232860646,0.00010151173572452493,7.644040858537806e-05,0.00018995751867356247,0.00017672442981751061,3.537529034167628e-05,7.924510182336347e-05,1.2564255953496894e-05,3.195252747386096e-05,7.534984583525732e-06,2.0842393694420822e-05,3.9615387123811165e-06,1.2795889211081006e-05,1.7090211918168476e-05,4.1144607601381146e-05,7.69843968603e-06,1.9915978810403228e-05,5.481736757334181e-06,1.4144347983823196e-05,3.2351698424203965e-06,9.129716542363745e-06
hw_pdf4lhc_unc_13,0.0010258696267127763,2.3003646919249383e-06,0.00077855940471146,0.00021637590630493533,0.0001729831036450094,8.703849401122296e-05,4.3181486137862535e-05,1.977158320092259e-05,0.00011677546833098258,0.00010172880271367819,6.073477279262289e-05,3.166855772555488e-05,1.6007688676925597e-05,7.890914286139265e-05,7.39295035654172e-05,4.88932913962596e-05,2.7759016527313517e-05,1.4829154539816689e-05,0.0002247142245849586,0.00012993301109882882,0.00030714282337320365,6.713837685643283e-05,0.00023243017922681215,0.00010144222266805379,7.646688946972207e-05,0.00018991408408212815,0.00017648087963076215,3.529690737826504e-05,7.906458592771877e-05,1.2530203098072953e-05,3.1843456401434705e-05,7.483146643624813e-06,2.0763584546581337e-05,3.949821934927274e-06,1.273821882754972e-05,1.7002407274417222e-05,4.097846853295493e-05,7.61516853578477e-06,1.9798017519910896e-05,5.4397058920167505e-06,1.406971585689152e-05,3.207748234274255e-06,9.069738006486593e-06
hw_pdf4lhc_unc_14,0.0010332998287107952,2.31526303200157e-06,0.0007863838973134552,0.00021642932141559786,0.00017245765985749484,8.697499497498375e-05,4.312259330852196e-05,1.977582983349301e-05,0.00011811668414640227,0.00010178281232169576,6.073702887822766e-05,3.163591505813e-05,1.6028677252969803e-05,7.89764195126502e-05,7.399125913320173e-05,4.891091240611732e-05,2.7745776523820464e-05,1.4812378196897063e-05,0.00023014970825020436,0.00012995764291238722,0.00030723594846093175,6.711132290626012e-05,0.0002324933862971101,0.00010148889521289625,7.648226563741285e-05,0.0001899959874494576,0.00017661380742587992,3.584381143457817e-05,7.914118429356262e-05,1.2525263913770948e-05,3.1838727626171476e-05,7.483739451326119e-06,2.0791025107427145e-05,3.950576863373647e-06,1.2727227846383816e-05,1.7005729798165528e-05,4.226158776310304e-05,7.6265155662399e-06,1.9874008286658662e-05,5.457751172578264e-06,1.636918335676055e-05,3.2151536354130317e-06,9.114412061754145e-06
hw_pdf4lhc_unc_15,0.0010266343391570618,2.302658211749714e-06,0.0007796592906089548,0.00021649319178554825,0.000172614027005599,8.692378895340464e-05,4.3101513607291015e-05,1.9744220181914282e-05,0.00011673460972800288,0.0001016191224247735,6.063107093939756e-05,3.160222764075088e-05,1.5981396512532374e-05,7.884570059866198e-05,7.383461196350859e-05,4.8793005020940544e-05,2.768186684755255e-05,1.4779214170122689e-05,0.0002253591325069798,0.0001299672962625917,0.0003071520944763012,6.709474947720955e-05,0.0002323193785139622,0.00010134142239202292,7.64216736801514e-05,0.00018979081802479432,0.00017627396859967875,3.52280539534695e-05,7.890831375604309e-05,1.2503089638726457e-05,3.1776815457109954e-05,7.47113577231797e-06,2.072378288065842e-05,3.949184064659985e-06,1.2725137080595477e-05,1.696184592045283e-05,4.08723903947089e-05,7.5995837786159084e-06,1.974470747141881e-05,5.430386914274682e-06,1.4028597804793247e-05,3.1926220919594134e-06,9.041905550232675e-06
hw_pdf4lhc_unc_16,0.001030177639014411,2.2926906088019122e-06,0.0007838823515100222,0.00021645299339843137,0.00017283458169415204,8.711529143497794e-05,4.327552353673389e-05,1.9873261962522286e-05,0.00011684990665454646,0.00010185143952950037,6.084057867058647e-05,3.176189258682103e-05,1.6122929589826548e-05,7.89923380390178e-05,7.403052837745891e-05,4.89899549113978e-05,2.7857115121123034e-05,1.4888932848075245e-05,0.00022505720752759745,0.0001298859513470815,0.0003071704299629658,6.713664315154084e-05,0.00023245292908206027,0.00010156983537350419,7.651428702708482e-05,0.00019009011966135593,0.00017672998207115127,3.5385333320872294e-05,7.923591944289012e-05,1.2574676357387865e-05,3.192295101173716e-05,7.521843568783209e-06,2.0816872050642532e-05,3.960155541851189e-06,1.2773925412095725e-05,1.708311308042489e-05,4.112331251218703e-05,7.668654729736715e-06,1.9893458099299563e-05,5.469583049880599e-06,1.4141521993953993e-05,3.2386669522029986e-06,9.126486871826057e-06
hw_pdf4lhc_unc_17,0.0010516453445335013,2.2945442724055283e-06,0.0008120094165153339,0.00021660211299343949,0.0001729147158846279,8.70778801272636e-05,4.310111816969113e-05,1.966970045838559e-05,0.00011646160110193438,0.00010144662545669458,6.054509945506121e-05,3.154289215551563e-05,1.5909322798959996e-05,7.859020616867373e-05,7.363187621048591e-05,4.8684896836971464e-05,2.761881361012885e-05,1.4731886499274181e-05,0.00022650834757276174,0.00013009316520652288,0.000307454491659673,6.714372485112874e-05,0.00023259202768867432,0.0001011208899695327,7.643920844502515e-05,0.0001895502834597657,0.00017584360902019657,3.513656206732446e-05,7.867810932639082e-05,1.2453366742434118e-05,3.1664845419234856e-05,7.432666965959975e-06,2.0644957595572588e-05,3.936014754116653e-06,1.2671244160406597e-05,1.690629421628071e-05,4.0766708542654753e-05,7.5690425429787045e-06,1.968541881280474e-05,5.405173367584651e-06,1.3994487030538435e-05,3.1814799155341708e-06,9.015295148308111e-06
hw_pdf4lhc_unc_18,0.001025584839595438,2.312463390590735e-06,0.0007779090990634706,0.0002165059239730518,0.0001729109782871805,8.709818572826091e-05,4.320975483131675e-05,1.9815275044345385e-05,0.00011686256248138035,0.00010178020517395743,6.076474299709114e-05,3.168986467780019e-05,1.603913207920754e-05,7.894825075067927e-05,7.395905925135797e-05,4.889755282494648e-05,2.7752462495356667e-05,1.4825910702892756e-05,0.000224485801642971,0.00013004410263759542,0.00030748669300087846,6.716460037480149e-05,0.00023262440626664653,0.00010150679312449447,7.651252268250196e-05,0.0001900555857858885,0.000176569866798644,3.530284416921474e-05,7.906872898047064e-05,1.2526792761849456e-05,3.1824317876528836e-05,7.4776384335563975e-06,2.073867786909263e-05,3.950507747351403e-06,1.2723148632731336e-05,1.700661062781283e-05,4.097869091117292e-05,7.619537609510975e-06,1.9788672778279607e-05,5.4429389904306e-06,1.4078100466620556e-05,3.1993569920646117e-06,9.047225561399604e-06
hw_pdf4lhc_unc_19,0.0010362855734631841,2.324476845822812e-06,0.0007921222566047194,0.0002164198959704006,0.00017226648790132548,8.680407500770197e-05,4.300516121313529e-05,1.9649103809190066e-05,0.00011689688485118102,0.00010178192040302136,6.0720217834033826e-05,3.1598761622887944e-05,1.593592058731748e-05,7.907251718002541e-05,7.406763978119767e-05,4.8963877178803e-05,2.7767586407905707e-05,1.4796189314785476e-05,0.0002259308438470347,0.00012986260868945294,0.000306960692687625,6.706013218674558e-05,0.00023210327158220743,0.00010152697996500165,7.644369955025597e-05,0.00018987693475235786,0.00017671802741818306,3.536962900574949e-05,7.922408455502963e-05,1.2526887231758365e-05,3.191152388157561e-05,7.486272162105559e-06,2.0819661332035513e-05,3.96580476601923e-06,1.2767049839015086e-05,1.6986367549197224e-05,4.102449341858337e-05,7.600910111985164e-06,1.9826143766341103e-05,5.436237992868637e-06,1.408559479606933e-05,3.201732109339773e-06,9.102385864230982e-06
